Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov < 3,5t;Sr. tov  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
R1;230;1308;RADENCI - VUCJA VAS;0;7.803;352;Radenci;QLTC10;3.724;49;3.199;13;232;60;45;33;93;119;PLDP
R1;230;1399;VUCJA VAS - KRIZEVCI;0;4.527;576;Iljasevci;QLTC10;4.200;45;3.596;16;303;54;61;35;90;126;PLDP
R1;230;1415;KRIZEVCI ;0;800;;;P;8.000;55;7.295;45;340;75;65;35;90;145;PLDP
R1;230;1309;KRIZEVCI - LJUTOMER;0;7.300;353;Norsinci;QLTC10;5.751;64;4.971;38;363;98;90;39;88;166;WIM
R1;230;1310;LJUTOMER - PAVLOVCI;0;13.770;354;Ivanjkovci;QLD*;2.453;34;2.044;15;166;33;46;40;75;112;DIST
R1;230;1311;PAVLOVCI - ORMOZ;0;1.820;575;Pavlovci;QLD*;4.294;43;3.752;19;251;43;67;36;83;125;PLDP
R1;230;1312;ORMOZ ;0;1.500;;;P;6.300;40;5.825;20;290;40;50;15;20;63;PLDP
R1;230;0251;ORMOZ - MP ORMOZ;0;760;156;MP Ormoz;QLTC44;1.546;3;1.405;11;125;1;1;0;0;5;PLDP
R1;231;1325;GIBINA - RAZKRIZJE;0;2.930;431;MP Gibina;QLD5;540;9;480;1;25;17;6;0;2;8;PLDP
R1;231;1323;RAZKRIZJE - STROCJA VAS;0;3.830;;;P;2.550;10;2.369;10;130;20;10;0;1;14;PLDP
R1;231;1327;STROCJA VAS - LJUTOMER;0;2.500;636;Strocja vas;QLD6;3.679;38;3.360;12;182;24;31;6;26;45;PLDP
R1;232;1314;MP HODOS - HODOS;0;1.500;430;MT Hodos;QLD5;198;6;164;2;9;5;8;2;2;8;DIST
R1;232;1314;HODOS - SALOVCI;1.500;5.000;;;P;930;10;841;7;35;10;20;3;4;19;PLDP
R1;232;1314;SALOVCI - PETROVCI;5.000;10.458;487;Peskovci;QLD5;1.112;11;1.006;9;41;11;22;4;8;23;DIST
R1;232;1315;PETROVCI - MACKOVCI;0;6.500;;;P;2.900;20;2.570;15;120;75;80;5;15;74;PLDP
R1;232;1315;MACKOVCI - MARTJANCI;6.500;17.700;137;Vaneca;QLD*;3.861;28;3.480;16;223;32;58;7;17;55;WIM
R1;232;1316;MARTJANCI - M.SOBOTA;0;2.470;499;Murska Sobota sever;QLTC10;11.707;69;10.640;60;633;116;91;25;73;146;DIST
R1;232;1470;MURSKA SOBOTA ;0;1.060;;;P;15.100;60;13.865;135;550;190;190;30;80;259;PLDP
R1;232;1406;M.SOBOTA - LIPOVCI;0;4.045;148;MS-Baksa;QLD5;11.522;66;10.507;134;446;115;129;37;88;223;PLDP
R1;234;1476;DRAMLJE - DOLE;0;2.750;316;Dole;QLTC10;6.755;25;5.666;9;576;69;160;52;198;312;DIST
R1;234;1280;DOLE - SENTJUR;0;3.445;690;Lokarje;QLTC10;10.873;61;9.455;20;802;145;118;68;204;328;WIM
R1;235;0317;RADENCI - PETANJCI;0;2.047;446;Petanjci;QLD6;4.961;45;4.363;64;274;47;73;35;60;132;PLDP
R1;235;0318;PETANJCI - M.SOBOTA(GAJ);0;7.473;623;Tropovci;QLD5;5.461;63;4.786;68;307;79;101;21;36;131;PLDP
R1;235;1396;M.SOBOTA(GAJ) - PRIK.M.S.;0;2.858;479;MS Krog;QLD6;3.646;11;3.202;11;231;36;54;26;75;102;PLDP
R2;401;1020;ZAGA - UCJA;0;7.445;551;MT Ucja;R 08x1;170;30;130;0;10;0;0;0;0;0;PLDP
R2;402;1010;SOLKAN - MOST CEZ SOCO;0;141;;;P;7.850;90;7.300;45;240;60;40;30;45;98;PLDP
R2;402;1426;SOLKAN MOST - GONJACE;0;10.396;219;Podsabotin;QLD5;3.073;43;2.776;14;156;38;37;2;7;38;PLDP
R2;402;1465;GONJACE - DOBROVO;0;4.553;755;Smartno v Brdih;QLD6;2.353;41;2.098;10;145;24;24;3;8;28;PLDP
R2;402;1045;DOBROVO - NEBLO;0;2.700;;;P;4.450;60;4.124;10;200;30;20;2;4;24;PLDP
R2;402;1045;NEBLO - MP NEBLO;2.700;4.820;550;MT Neblo;QLD5;3.414;58;3.111;2;202;22;16;1;2;15;PLDP
R2;403;1071;BACA - KNEZA;0;6.153;108;Baca;QLD6;1.206;46;1.038;4;87;12;13;4;2;14;PLDP
R2;403;1072;KNEZA - PODBRDO;0;15.734;;;P;1.000;40;878;10;45;10;15;1;1;15;PLDP
R2;403;1073;PODBRDO - PETROVO BRDO;0;4.400;538;Petrovo brdo 1;R 07x1;500;40;419;3;25;9;4;0;0;5;PLDP
R2;403;1074;PETROVO BRDO - PODROST;0;8.100;539;Petrovo brdo 2;R 07x1;350;35;252;3;50;6;4;0;0;4;PLDP
R2;403;1075;PODROST - ZALI LOG;0;5.000;542;Zali Log;R 07x1;790;45;648;15;55;10;7;6;4;18;PLDP
R2;403;1075;ZALI LOG - CESNJICA;5.000;10.061;189;Zelezniki;QLD6;1.991;45;1.762;20;109;19;19;8;9;32;PLDP
R2;403;1076;CESNJICA - SKOFJA LOKA;0;15.700;618;Bukovica;QLD6;5.383;50;4.723;41;368;59;76;32;34;108;PLDP
R2;403;1077;SKOFJA LOKA;0;890;107;Skofja Loka;QLTC8;20.493;119;18.510;262;1.228;161;109;38;66;263;PLDP
R2;404;1379;PODGRAD - IL.BISTRICA;0;10.143;397;Recica;QLTC10;3.069;22;2.712;17;184;26;29;12;67;76;PLDP
R2;404;0342;IL.BISTRICA (VILHARJEVA CESTA);0;1.401;;;P;6.900;100;6.010;75;500;80;50;40;45;126;PLDP
R2;404;1380;IL.BISTRICA - PIVKA;0;16.942;398;Drskovce;QLD6;4.538;53;4.100;27;299;17;25;9;8;38;PLDP
R2;405;6845;DIVACA - FAMLJE;0;5.552;59;Vremski Britof 1;R 11x4;2.250;30;2.007;8;100;40;25;10;30;49;PLDP
R2;405;1022;FAMLJE - RIBNICA;0;11.967;210;Buje;QLD6;1.186;18;1.016;3;81;17;20;11;20;34;PLDP
R2;406;1405;DEKANI  -  R.SKOFIJE;0;1.085;;;P;5.500;70;5.170;2;200;40;15;2;1;18;PLDP
R2;406;1407;R.SKOFIJE - KRIZ.MORETINI;0;850;;;P;5.700;100;5.237;30;250;50;25;5;3;40;PLDP
R2;406;1407;KRIZ.MORETINI - ANKARAN;850;5.130;403;Ankaran;QLD6;8.972;150;8.273;31;449;30;24;10;5;41;PLDP
R2;406;1407;ANKARAN - MP LAZARET;5.130;8.188;650;MT Lazaret;QLD5;1.701;112;1.511;25;21;25;5;1;1;19;PLDP
R2;407;1144;GORENJA VAS - LUCINE;0;9.000;263;Todraz;R 08x4;1.000;10;870;7;56;15;40;1;1;27;PLDP
R2;407;1144;LUCINE - LJUBLJANICA;9.000;13.926;;;P;300;5;273;5;10;2;5;0;0;5;PLDP
R2;407;1145;LJUBLJANICA - VRZDENEC;0;3.800;;;P;250;5;228;3;8;4;2;0;0;3;PLDP
R2;407;1145;VRZDENEC - HORJUL;3.800;6.800;;;P;1.410;40;1.240;10;70;25;15;6;4;23;PLDP
R2;407;1145;HORJUL - VRHNIKA;6.800;14.867;264;Horjul;QLD5;1.928;38;1.646;6;143;26;54;6;9;44;PLDP
R2;408;1374;LOGATEC - ROVTE;0;10.500;393;Logatec;QLD6;2.378;36;2.049;12;154;26;48;34;19;67;PLDP
R2;408;1374;ROVTE -  ZIRI;10.500;21.351;370;Zavratec;QLD5;782;24;637;8;48;26;22;9;8;30;PLDP
R2;408;1375;ZIRI - TREBIJA;0;7.350;394;Ziri;QLD*;3.497;63;3.012;30;279;45;38;14;16;60;PLDP
R2;409;0358;LJ(VIC) - AC BREZOVICA;0;2.741;165;Gorjanc;QLTC10;11.318;128;10.004;202;748;82;81;26;47;166;DIST
R2;409;0300;AC BREZOVICA - BREZOVICA;0;1.400;267;Brezovica;QLTC8;21.098;189;18.487;188;1.501;270;187;81;195;352;DIST
R2;409;0300;BREZOVICA - VRHNIKA;1.400;13.161;611;Drenov Gric;QLTC10;7.158;116;5.911;85;532;183;123;63;145;232;WIM
R2;409;0301;VRHNIKA - LOGATEC;0;9.525;153;Zapolje;QLD*;5.537;156;4.403;102;452;102;146;85;91;247;PLDP
R2;409;0302;LOGATEC (TRZASKA C.) ;0;900;;;P;7.850;150;6.670;115;490;90;170;90;75;255;PLDP
R2;409;0303;KALCE - PLANINA;0;8.337;736;Grcarevec;R 09x4;2.050;160;1.610;40;120;50;30;20;20;67;PLDP
R2;409;0304;PLANINA - RAVBARKOMANDA;0;7.230;612;Ravbarkomanda;QLD6;1.847;170;1.435;28;116;23;34;24;17;59;PLDP
R2;409;0305;RAVBARKOMANDA - PO(R913);0;3.000;;;P;5.300;170;4.772;30;170;90;30;20;18;70;PLDP
R2;409;0305;PO(R913) - POSTOJNA;3.000;4.360;;;P;11.500;180;10.630;50;380;90;90;40;40;134;PLDP
R2;409;0306;POSTOJNA - RAZDRTO;0;10.980;76;Postojna;QLTC8;5.303;192;4.357;54;298;82;118;45;157;205;WIM
R2;409;0307;RAZDRTO - SENOZECE;0;6.530;22;Senozece;R 08x1;2.750;130;2.185;40;120;80;90;35;70;144;PLDP
R2;409;0308;SENOZECE - DIVACA;0;8.140;77;Divaca;QLD6;1.793;147;1.354;23;92;36;67;16;58;105;WIM
R2;409;0309;DIVACA - MATAVUN;0;1.940;684;Skocjan;QLD6;2.659;198;2.156;40;167;45;34;6;13;62;DIST
R2;409;0310;MATAVUN - KOZINA;0;7.275;78;Kacice;R 10x4;1.720;200;1.255;35;130;50;35;5;10;52;PLDP
R2;409;0311;KOZINA  -  KASTELEC;0;8.960;614;Petrinje;QLD5;1.753;200;1.266;28;97;63;62;11;26;88;WIM
R2;409;0312;KASTELEC - CRNI KAL;0;3.902;;;P;1.000;230;475;25;100;75;60;10;25;78;PLDP
R2;409;1435;KORTINE  -  RIZANA;0;1.353;;;P;1.470;230;941;25;210;25;20;5;14;38;PLDP
R2;409;0313;RIZANA - DEKANI;0;5.910;79;Dekani;QLTC8;3.848;235;3.307;19;236;25;20;1;5;27;PLDP
R2;409;1438;DEKANI - PRIKLJ. SRMIN;0;324;;;P;4.650;240;4.057;40;240;35;25;4;9;45;PLDP
R2;410;1133;BISTRICA - TRZIC;0;320;555;Trzic;QLTC10;11.926;73;10.819;61;803;80;40;16;34;93;PLDP
R2;410;1134;TRZIC - GOLNIK;0;6.500;556;Senicno;QLD*;2.319;45;2.097;2;149;11;11;3;1;11;PLDP
R2;410;1134;GOLNIK - KOKRICA;6.500;13.671;258;Tenetise;QLD*;4.403;56;3.992;22;274;26;24;5;4;32;PLDP
R2;410;1135;KOKRICA - KRANJ;0;2.234;913;Kokrica;QLTC8;11.962;87;11.014;76;653;63;43;6;20;83;PLDP
R2;411;1471;KRANJ Z  -  POLICA;0;733;;;P;12.800;135;11.345;170;600;260;135;40;115;289;PLDP
R2;411;1428;POLICA - NAKLO(MARINSEK);0;1.960;51;Naklo;QLTC8;7.922;134;6.888;169;544;60;76;15;36;154;PLDP
R2;411;1428;NAKLO(MARINSEK) - PRIKLJ. NAKLO;1.960;4.420;;;P;5.100;120;4.437;40;350;50;75;8;20;82;PLDP
R2;411;1428;PRIKLJ. NAKLO - PODTABOR;4.420;7.202;708;Podbrezje;QLTC8;3.275;138;2.855;33;199;20;21;3;6;33;WIM
R2;411;1528;PODTABOR - GOBOVCE;0;1.487;;;P;3.050;120;2.676;30;170;19;20;5;10;36;PLDP
R2;411;1429;GOBOVCE - CRNIVEC;0;5.142;707;Dobro Polje;QLD6;2.830;109;2.470;25;169;15;22;8;12;37;PLDP
R2;412;1454;POLICA - KR(KIDRICEVA);0;2.035;718;KR Zlato polje;QLTC10;18.667;153;16.436;203;1.269;197;150;72;187;363;PLDP
R2;412;0359;KRANJ(KIDRICEVA  -  ISKRA);0;1.559;717;KR Sejem;QLTC8;17.517;122;15.655;75;1.052;176;192;60;185;316;PLDP
R2;412;0210;KR(ISKRA - LABORE);0;1.450;716;KR Labore;QLTC10;16.833;136;14.667;272;1.115;238;117;76;212;402;PLDP
R2;413;4704;MEDVODE - ZBILJE;0;1.166;;;P;5.600;70;4.755;140;430;80;80;20;25;144;PLDP
R2;413;1079;ZBILJE - VODICE;0;7.386;228;Valburga;QLD5;5.047;66;4.382;29;387;71;73;15;24;87;PLDP
R2;413;1080;VODICE - MOSTE;0;4.350;229;Zeje;QLTC8;8.797;56;7.300;9;906;147;122;62;195;216;WIM
R2;413;1081;MOSTE - DUPLICA;0;4.120;230;Kriz;QLTC10;9.711;83;8.476;32;825;119;71;28;77;117;DIST
R2;414;1349;KAMNIK - TUHINJ;0;15.600;376;Laze;QLTC8;2.923;47;2.515;24;238;38;36;5;20;51;PLDP
R2;414;1349;TUHINJ - LOCICA;15.600;28.318;41;Locica;QLTC10;1.519;41;1.240;6;159;32;16;7;18;33;PLDP
R2;415;1216;ZELODNIK - KRTINA;0;1.000;;;P;3.700;40;3.170;35;250;70;65;20;50;105;PLDP
R2;415;1216;KRTINA - MORAVCE;1.000;9.000;304;Krtina;QLTC10;6.337;43;5.677;33;401;57;49;23;54;98;PLDP
R2;415;1216;MORAVCE - DRTIJA;9.000;11.080;;;P;2.100;25;1.815;15;120;40;40;15;30;63;PLDP
R2;415;1217;DRTIJA - TRATA;0;7.080;;;P;1.970;25;1.695;10;130;35;35;15;25;54;PLDP
R2;415;1217;TRATA - IZLAKE;7.080;15.089;305;Kandrse;QLD5;1.146;17;988;7;56;16;33;12;17;41;PLDP
R2;416;1346;LITIJA - SMARTNO;0;2.791;391;Litija;QLD6;5.599;48;5.015;11;368;43;67;22;25;76;PLDP
R2;416;1347;SMARTNO - GRM;0;14.789;375;Crni Potok;QLD5;1.173;28;996;3;61;29;48;3;5;31;WIM
R2;416;1425;GRM - RADOHOVA VAS;0;750;;;P;3.150;10;2.610;5;160;100;90;60;115;177;PLDP
R2;416;1348;RADOHOVA VAS - BIC;0;2.951;;;P;1.420;7;858;5;145;120;110;65;110;191;PLDP
R2;417;1190;SMARTNO PRI LITIJI - M.KOSTREVICA;0;1.500;284;Mala Kostrevnica;QLD5;947;12;777;1;47;38;61;8;3;38;WIM
R2;417;1190;M. KOSTREVICA - LJUBEZ V LAZIH;1.500;8.339;;;P;850;10;743;2;55;25;15;0;0;13;PLDP
R2;417;1187;LJUBEZ V LAZIH - MORAVCE;0;6.310;282;Moravce;R 11x4;830;10;728;2;60;20;10;0;0;10;PLDP
R2;417;4326;MORAVCE - TIHABOJ-MIRNA;0;11.922;182;Tihaboj;R 11x4;520;10;438;2;45;15;10;0;0;9;PLDP
R2;418;1199;MOKRONOG - ZBURE;0;10.475;407;Zbure;QLD6;1.314;13;1.146;15;69;16;33;8;14;40;PLDP
R2;418;1200;ZBURE - SKOCJAN;0;3.940;291;Skocjan 1;R 07x1;2.300;20;1.947;30;168;55;50;10;20;68;PLDP
R2;418;1201;SKOCJAN - DOBRUSKA VAS;0;3.281;416;Dobruska vas;QLD5;3.636;26;3.215;33;176;56;93;13;24;95;PLDP
R2;418;1202;DOBRUSKA V. - SENTJERNEJ;0;5.704;293;Drama;QLD5;2.783;17;2.425;12;154;56;71;22;26;82;PLDP
R2;419;1203;SOTESKA - STRAZA;0;5.440;920;Dolenje Polje;QLD6;3.399;40;2.964;22;193;28;45;61;46;104;PLDP
R2;419;1203;STRAZA - NM DRSKA;5.440;12.230;294;Potok;QLD6;5.385;34;4.971;41;251;27;27;16;18;53;WIM
R2;419;1203;NM DRSKA - NM ZABJA VAS;12.230;14.471;;;P;15.500;55;14.575;45;580;60;70;80;35;138;PLDP
R2;419;1204;NOVO MESTO - RATEZ;0;6.160;476;Ratez;QLTC10;4.390;40;3.886;49;275;47;48;24;21;82;PLDP
R2;419;1204;RATEZ - SENTJERNEJ;6.160;15.626;295;Mokro Polje;QLD6;2.832;31;2.561;33;126;22;35;12;12;51;DIST
R2;419;1205;SENTJERNEJ - KOSTANJEVICA;0;7.000;683;Sentjernej;QLD6;3.968;38;3.578;41;211;25;42;17;16;64;DIST
R2;419;1205;KOSTANJEVICA - KRIZAJ;7.000;10.203;296;Malo Mrasevo 2;QLD6;3.030;47;2.651;32;186;30;52;15;17;66;DIST
R2;419;1206;KRIZAJ - CATEZ OB SAVI;0;12.868;297;Zupeca vas;QLD6;2.910;35;2.536;31;203;25;47;13;20;62;DIST
R2;420;1335;BREZICE - DOBOVA;0;4.500;368;Mostec;QLD6;3.940;31;3.567;15;245;26;36;8;12;42;PLDP
R2;420;1335;DOBOVA - M.P. RIGONCE;4.500;6.813;676;MP Rigonce;QLTC10;1.138;15;1.062;3;50;5;2;0;1;4;PLDP
R2;421;2506;RUCETNA VAS - STREKLJEVEC;0;7.209;460;Semic;QLD6;2.784;15;2.478;22;169;22;43;17;18;57;PLDP
R2;421;2507;STREKLJEVEC - JUGORJE;0;5.890;469;Osojnik;QLD5;1.315;9;1.134;13;62;29;42;14;12;49;PLDP
R2;422;1333;PODSREDA - SENOVO;0;7.000;365;Veliki Kamen;QLD5;1.432;18;1.253;12;66;25;40;8;10;35;WIM
R2;422;1333;SENOVO - BRESTANICA;7.000;16.154;364;Senovo;QLD6;5.534;24;5.086;29;275;25;48;22;25;60;DIST
R2;423;1226;SENTJUR - CRNOLICA;0;2.330;757;Crnolica;QLD6;7.478;47;6.810;30;362;73;92;23;41;113;PLDP
R2;423;1281;CRNOLICA - LESICNO;0;18.149;271;Jelce;QLD5;1.203;16;1.042;13;74;20;28;2;8;30;PLDP
R2;423;1282;LESICNO - SONOVO;0;3.300;292;Sonovo;R 10x4;1.350;15;1.187;13;65;35;25;5;5;31;PLDP
R2;423;1282;SONOVO - PODSREDA;3.300;10.020;333;Kozje;QLD5;1.287;13;1.084;18;92;38;29;5;8;38;PLDP
R2;423;1283;PODSREDA - BISTRICA;0;6.720;335;Podsreda 2;R 09x4;900;10;761;10;55;35;15;10;4;28;PLDP
R2;423;1243;BISTRICA OB SOTLI - MP BISTRICA;0;1.050;411;MP Bistrica ob Sotli;QLD6;455;6;400;1;17;3;6;10;12;18;PLDP
R2;424;1166;BOSTANJ - ORESJE/SEVNICI;0;5.700;;;P;1.800;10;1.615;10;80;40;30;5;10;37;PLDP
R2;424;1166;ORESJE/SEVNICI - PLANINA;5.700;21.006;186;Podgorje;QLD5;588;6;486;7;44;14;24;3;4;22;PLDP
R2;424;1170;PLANINA - DEZNO;0;1.115;;;P;450;5;362;5;35;10;20;5;8;22;PLDP
R2;424;1225;DEZNO - CRNOLICA;0;11.800;313;Dobje;QLD6;2.345;14;2.074;10;148;19;44;10;26;53;PLDP
R2;425;1265;POLJANA - MEZICA;0;3.310;323;Poljana;QLD5;5.236;41;4.624;51;274;73;83;48;42;118;WIM
R2;425;1265;MEZICA - CRNA;3.310;11.420;579;Mezica;QLD6;3.371;28;2.910;43;227;24;45;25;69;104;PLDP
R2;425;1265;CRNA - SENTVID;11.420;23.786;434;Javorje;QLD5;367;15;304;1;22;4;15;4;2;12;PLDP
R2;425;1266;SENTVID - SOSTANJ;0;16.605;324;Sentvid;R 11x4;1.520;20;1.372;15;70;25;15;3;0;21;PLDP
R2;425;1267;SOSTANJ - PESJE;0;1.835;167;Sostanj;QLTC10;11.384;75;10.226;50;708;103;138;21;63;163;PLDP
R2;425;1419;PESJE - VELENJE;0;3.790;166;Pesje;QLTC10;11.463;81;10.198;85;690;158;105;55;91;211;PLDP
R2;426;1269;PESJE - GORENJE;0;6.100;168;Lokovica;QLD*;6.424;60;5.737;36;360;52;68;48;63;129;PLDP
R2;426;7949;GORENJE  -  RECICA;0;4.220;35;Paska vas;QLD6;4.135;38;3.701;27;244;35;40;17;33;70;PLDP
R2;426;7949; RECICA - LETUS;4.220;5.795;176;Recica ob Paki;QLD5;3.577;44;3.115;23;222;48;72;22;31;89;PLDP
R2;427;1351;LATKOVA VAS - PREBOLD;0;3.000;741;Latkova vas;QLD6;5.408;44;4.913;35;323;28;42;8;15;56;PLDP
R2;427;1351;PREBOLD - SPODNJE GABRSKO;3.000;17.800;439;Podmeja;QLD5;1.152;31;1.041;2;45;16;15;0;2;13;PLDP
R2;427;1351;SPODNJE GABRSKO - TRBOVLJE;17.800;19.617;;;P;6.150;35;5.830;50;120;40;40;15;20;71;PLDP
R2;428;1249;RADMIRJE - LUCE;0;12.165;202;Ljubno;QLD6;2.129;49;1.843;18;147;16;31;14;11;42;PLDP
R2;428;1250;LUCE - SESTRE LOGAR;0;13.800;201;Solcava;QLTC10;916;40;779;13;62;8;9;2;3;15;PLDP
R2;428;1252;S.LOGAR - PAVLICEVO SEDLO;0;7.453;;;P;40;2;32;2;4;0;0;0;0;1;PLDP
R2;429;1245;VISNJA VAS - STRMEC;0;1.600;321;Visnja vas;QLD6;6.526;67;5.957;32;359;43;40;12;16;64;WIM
R2;429;1245;STRMEC - DOBRNA;1.600;7.520;348;Lemberg;QLD6;3.707;48;3.342;24;215;26;28;11;13;47;DIST
R2;429;1154;ODCEP V DOBRNO;0;1.695;;;P;2.870;50;2.592;25;150;25;15;6;7;31;PLDP
R2;429;1422;DOBRNA - CRNOVA;0;3.400;320;Crnova 2;QLTC10;3.653;51;3.285;9;222;33;32;9;12;40;PLDP
R2;430;0273;MB(PTUJSKA) - MB(TRZASKA);0;1.490;;;P;20.250;80;17.815;200;1.250;270;125;100;410;520;PLDP
R2;430;0273;MB(TRZASKA) - HOCE;1.490;4.860;;;P;35.200;120;31.720;210;2.000;360;210;130;450;629;PLDP
R2;430;0381;HOCE  - SLIVNICA;0;965;17;Hoce;QLTC8;30.927;119;27.447;155;2.142;311;180;111;462;576;PLDP
R2;430;0274;SLIVNICA - FRAM;0;4.810;906;Radizel;QLD6;7.428;108;6.849;55;350;23;29;7;7;54;WIM
R2;430;0274;FRAM - SL.BISTRICA;4.810;13.060;38;Bukovec;QLD5;6.370;104;5.725;52;337;70;62;6;14;84;DIST
R2;430;1452;ODCEP PRIKLJ. SL. BISTRICA S ;0;1.080;570;Brinje;R 11x4;4.150;50;3.731;15;190;90;24;15;35;68;PLDP
R2;430;0275;SL.BISTRICA ;0;2.626;;;P;13.850;130;13.075;60;240;225;60;20;40;138;PLDP
R2;430;0276; SL.BISTRICA - LOZNICA;0;1.593;569;Slovenska Bistica;QLTC8;7.643;125;6.687;46;491;157;76;21;40;127;PLDP
R2;430;0277;LOZNICA - TEPANJE;0;7.910;608;Vrhole;QLD6;2.808;85;2.326;26;173;73;78;15;32;94;PLDP
R2;430;0278;TEPANJE - SL.KONJICE;0;3.154;48;Dobrnez;QLTC10;11.067;146;9.526;57;846;200;87;48;157;236;PLDP
R2;430;0279;SL.KONJICE ;0;815;;;P;11.450;130;9.910;140;740;210;155;40;125;282;PLDP
R2;430;0280;SL.KONJICE - DOBRAVA;0;3.000;49;Zece 2;QLTC10;11.492;131;10.067;87;769;192;92;36;118;184;DIST
R2;430;0280;DOBRAVA - STRANICE;3.000;5.160;56;Zece;QLTC10;8.370;125;7.217;55;602;167;75;30;99;148;DIST
R2;430;0281;STRANICE - VISNJA VAS;0;10.200;67;Stranice;QLD*;5.568;92;4.781;49;368;88;85;27;78;124;WIM
R2;430;0282;VISNJA VAS - CELJE AC;0;6.100;68;Vojnik;QLTC10;14.782;142;13.282;80;902;170;95;28;83;156;DIST
R2;430;0282;CELJE AC - CELJE;6.100;8.042;695;CE Hudinja;QLTC10;27.172;125;23.958;126;1.808;366;155;127;507;601;PLDP
R2;431;1350;GORNJI DOLIC - STRANICE;0;18.621;377;Vitanje;QLD6;2.639;32;2.260;17;212;36;40;11;31;61;PLDP
R2;432;1440;ROGATEC;0;170;414;MP Rogatec;QLTC44;1.582;8;1.423;8;67;14;22;18;22;42;PLDP
R2;432;1284;ROGATEC - MAJSPERK;0;16.081;336;Stoperce;QLD6;1.052;16;928;9;63;9;18;4;5;20;PLDP
R2;432;1411;MAJSPERK ;0;480;;;P;3.150;25;2.655;45;260;120;20;10;15;69;PLDP
R2;432;1285;MAJSPERK - APASKI KRIZ;0;7.542;441;Lovrenc;QLD6;4.999;54;4.552;35;239;33;44;17;25;70;PLDP
R2;432;6276;APASKI KRIZ  -  KIDRICEVO;0;2.874;586;Kidricevo;QLD6;5.784;22;5.222;40;332;51;64;17;36;92;PLDP
R2;433;1287;SENARSKA - LENART;0;4.014;442;Lenart vzhod;QLD5;3.756;43;3.421;26;162;40;36;10;18;55;PLDP
R2;433;1288;LENART - KRIZ. SV.ANA;0;4.700;339;Zerjavci;QLD5;3.896;27;3.557;24;134;66;58;15;15;71;PLDP
R2;433;1288;KRIZ. SV.ANA - ZG.SCAVNICA;4.700;11.200;28;Zgornja Scavnica 1;R 11x4;1.500;11;1.407;6;45;10;6;10;5;17;PLDP
R2;433;1288;ZG.SCAVNICA - TRATE;11.200;15.950;29;Zgornja Scavnica 2;R 11x4;1.750;10;1.646;6;55;15;5;8;5;16;PLDP
R2;433;1289;TRATE - MOST CEZ MURO;0;2.040;27;Trate;R 11x4;1.970;14;1.846;17;65;12;3;6;7;19;PLDP
R2;433;1289;MOST CEZ MURO - MP TRATE;2.040;2.120;144;MT Trate;QLTC10;3.228;15;3.138;0;75;0;0;0;0;0;PLDP
R2;434;1352;RADLJE - RADELJSKI PRELAZ;0;6.160;668;MT Radelj;QLD5;970;40;753;5;61;21;34;21;35;58;PLDP
R2;435;1431;MARIBOR - RUSE;0;9.119;706;Laznica;QLTC8;9.304;68;8.436;42;545;70;64;20;59;113;PLDP
R2;435;1439;RUSE - SELNICA;0;3.198;710;Selnica;QLD5;3.779;38;3.345;25;206;75;63;8;19;74;PLDP
R2;436;0440;DOLJNA POCEHOVA ;0;931;;;P;6.150;75;5.535;30;360;50;50;20;30;79;PLDP
R2;436;1328;POCEHOVA - ZG.KUNGOTA;0;6.870;429;Zgornja Kungota;QLTC10;4.191;51;3.792;29;248;25;32;7;7;42;PLDP
R2;436;1329;ZG.KUNGOTA - JURIJ;0;5.565;553;MT Jurij;QLD;590;22;518;1;33;3;8;1;4;8;PLDP
R2;437;0267;SENTILJ;0;1.620;664;MT Sentilj SC;QLTC8;4.153;46;3.783;6;261;17;5;7;28;30;PLDP
R2;437;0268;SENTILJ - PESNICA;0;7.730;628;Ranca;QLD6;3.737;43;3.337;27;231;33;35;8;23;55;PLDP
R2;437;0268;PESNICA - RONDO POCEHOVA;7.730;10.432;;;P;7.100;45;6.230;70;450;135;80;35;55;153;PLDP
R2;438;1306;SENTILJ - TRATE;0;13.409;350;Selnica ob Muri;QLD6;2.067;25;1.785;22;114;11;16;23;71;78;PLDP
R2;438;1307;TRATE - GORNJA RADGONA;0;15.579;361;Apace;QLD6;2.828;27;2.575;16;144;17;23;12;14;38;PLDP
R2;439;1299;KOBILJE - DOBROVNIK;0;7.730;493;Kobilje;R 07x1;810;5;718;10;55;15;5;1;1;11;PLDP
R2;439;1300;DOBROVNIK - RENKOVCI;0;4.230;45;Dobrovnik;R 11x4;1.170;10;1.006;13;80;21;30;5;5;31;PLDP
R2;439;1301;RENKOVCI - BELTINCI;0;6.502;346;Renkovci;QLD5;1.762;19;1.594;10;84;19;24;4;8;28;PLDP
R2;439;1302;BRATONCI - DOKLEZOVJE;0;3.800;53;Bratonci;R 07x4;2.410;35;2.090;15;130;70;35;15;20;60;PLDP
R2;439;1302;DOKLEZOVJE - KRIZEVCI;3.800;9.490;347;Doklezovje;QLD6;4.385;42;3.939;27;255;39;46;13;24;70;WIM
