Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip;;;
AC;A5;0808;PRIKLJ. CERKVENJAK - SV. JURIJ OB SCAVNICI;4.560;12.520;;;P;18.500;15;11.470;135;2.500;290;110;480;3.500;3.404;PLDP;;;
AC;A5;0809;SV.JURIJ OB SCAVNICI - VUCJA VAS;0;8.499;2011;Dragotinci AC;QLTC8;17.360;13;10.733;127;2.260;245;113;476;3.393;3.297;PLDP;;;
AC;A5;0174;PRIKLJ. VUCJA VAS - MB;0;400;881;Priklj. Vucja vas-MB;QLTC10;2.092;5;1.714;6;243;28;14;21;61;83;PLDP;;;
AC;A5;0174;PRIKLJ. VUCJA VAS  - MS;400;836;882;Priklj. Vucja vas-MS;QLTC10;1.594;4;1.272;6;148;30;26;18;90;109;PLDP;;;
AC;A5;0810;VUCJA VAS - MURSKA SOBOTA;0;6.577;841;Vucja vas AC;QLTC8;16.862;12;10.291;127;2.165;247;125;473;3.422;3.323;PLDP;;;
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - MB;0;2.417;887;Priklj. MS-MB;QLTC8;4.546;9;3.812;15;497;64;53;27;69;125;PLDP;;;
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - LENDAVA;2.417;2.808;888;Priklj. MS-Lendava;QLTC8;1.888;4;1.525;3;133;26;29;26;142;154;PLDP;;;
AC;A5;0811;MURSKA SOBOTA - LIPOVCI;0;3.798;2009;Rakican AC;QLTC8;16.862;12;10.291;127;2.165;247;125;473;3.422;3.323;PLDP;;;
AC;A5;0812;LIPOVCI - GANCANI;0;4.290;;;P;13.300;10;7.215;130;1.700;245;120;440;3.440;3.311;PLDP;;;
AC;A5;0812;GANCANI - TURNISCE;4.290;9.535;;;P;13.500;10;7.320;135;1.800;230;110;445;3.450;3.318;PLDP;;;
AC;A5;0813;TURNISCE - DOLGA VAS;0;9.628;;;P;13.100;10;6.995;135;1.750;220;90;440;3.460;3.312;PLDP;;;
AC;A5;0814;DOLGA VAS - LENDAVA;0;3.964;884;Lendava AC;QLTC8;11.358;8;6.593;130;1.645;172;66;249;2.495;2.361;PLDP;;;
AC;A5;0185;PRIKLJ. LENDAVA - MS;0;286;885;Priklj. Lendava-MS;QLTC8;3.992;9;3.059;19;308;60;41;62;434;442;PLDP;;;
AC;A5;0185;PRIKLJ. LENDAVA - PINCE;286;680;886;Priklj. Lendava-Pince;QLTC8;289;1;173;3;49;6;3;4;50;48;PLDP;;;
AC;A5;0816;LENDAVA - PINCE;0;8.432;2010;Pince AC;QLTC8;7.668;6;3.702;115;1.386;120;35;191;2.113;1.972;PLDP;;;
AC;A5;0816;PINCE - MP PINCE;8.432;8.709;;;P;7.300;5;3.455;100;1.300;120;30;190;2.100;1.949;PLDP;;;
HC;H2;0032;PESNICA - PRIKLJ. PESNICA;0;209;;;P;21.800;40;19.530;130;1.390;170;180;80;280;493;PLDP;;;
HC;H2;0032;PRIKLJ. PESNICA - MARIBOR;209;4.516;16;Meljska HC;QLTC8;21.373;37;19.153;131;1.396;165;114;72;305;483;PLDP;;;
HC;H2;0033;MB(MELJSKA) - POBREZJE;0;1.534;;;P;25.800;50;23.140;60;1.500;310;230;70;440;624;PLDP;;;
HC;H2;0033;POBREZJE - MB(TEZNO);1.534;2.684;15;Maribor HC;QLTC8;28.228;54;25.426;57;1.620;286;266;66;453;634;PLDP;;;
HC;H3;0085;LJ (ZADOBROVA  - LESKOVSKOVA C.);0;920;179;SV Obvoznica;QLTC8;70.248;168;60.066;240;5.816;676;436;442;2.404;2.800;PLDP;;;
HC;H3;0085;LJ (LESKOSKOVA C. - SMARTINSKA);920;1.511;891;S obvoznica BTC HC;QLTC8;53.034;132;44.300;204;4.800;564;370;408;2.256;2.573;PLDP;;;
HC;H3;0086;LJ (SMARTINSKA - TOMACEVO);0;2.084;;;P;71.200;140;60.940;200;5.900;680;400;440;2.500;2.836;PLDP;;;
HC;H3;0088;LJ (TOMACEVO  -  DUNAJSKA);0;1.238;;;P;73.000;150;63.100;190;5.500;640;440;500;2.480;2.863;PLDP;;;
HC;H3;0089;LJ (DUNAJSKA - SAVLJE);0;948;;;P;72.100;180;62.250;180;5.400;670;470;480;2.470;2.852;PLDP;;;
HC;H3;0089;LJ (SAVLJE - IND. CONA SISKA);948;2.188;174;S Obvoznica;QLTC8;68.448;186;58.158;180;5.922;634;376;518;2.474;2.841;PLDP;;;
HC;H3;0089;LJ (IND. CONA SISKA - CELOVSKA);2.188;2.654;;;P;74.900;180;64.845;175;5.700;650;430;470;2.450;2.804;PLDP;;;
HC;H3;0090;LJ (CELOVSKA  -  VODNIKOVA);0;666;;;P;66.500;90;56.800;150;5.500;680;420;430;2.430;2.744;PLDP;;;
HC;H3;0090;LJ (VODNIKOVA  -  PODUTIK);666;1.477;199;Dravlje HC;QLTC8;61.856;76;52.314;142;5.378;678;410;434;2.424;2.733;PLDP;;;
HC;H3;0090;LJ (PODUTIK - KOSEZE);1.477;2.735;1010;R Koseze (LJsev-Brdo);QLTC8;46.800;67;39.114;110;4.264;530;320;345;2.050;2.264;PLDP;;;
HC;H4;0374;NANOS - (RAZDRTO) - PODNANOS - VIPAVA;0;12.450;2110;Nanos HC;QLTC8;15.247;41;10.154;103;1.787;229;114;330;2.489;2.429;PLDP;;;
HC;H4;0375;VIPAVA - AJDOVSCINA;0;6.763;865;Dolga Poljana HC;QLTC8;16.200;12;11.297;73;1.684;264;117;350;2.403;2.374;PLDP;;;
HC;H4;0376;AJDOVSCINA - SELO;0;9.174;635;Ajdovscina HC;QLTC8;16.400;7;11.496;61;1.789;219;138;301;2.389;2.309;PLDP;;;
HC;H4;0443;PRIKLJ. SELO - AJDOVSCINA;0;150;866;Priklj. Selo-Ajdovscina;QLD6;1.800;4;1.523;4;160;40;35;9;25;54;PLDP;;;
HC;H4;0443;PRIKLJ.SELO - VRTOJBA;150;322;867;Priklj. Selo-Vrtojba;QLD6;1.600;2;1.378;3;145;25;17;7;23;40;PLDP;;;
HC;H4;0378;SELO  -  VOGRSKO;0;6.726;816;Selo HC;QLTC8;16.200;5;11.351;60;1.774;204;120;299;2.387;2.285;PLDP;;;
HC;H4;0379;VOGRSKO - SEMPETER;0;4.776;815;Bazara HC;QLTC8;12.698;14;8.422;58;1.325;132;71;295;2.381;2.246;PLDP;;;
HC;H4;0380;SEMPETER - VRTOJBA;0;1.625;880;Sempeter HC;QLTC8;10.001;19;5.865;61;1.082;117;71;306;2.480;2.331;PLDP;;;
HC;H4;0380;VRTOJBA - MP VRTOJBA;1.625;2.238;671;MT Vrtojba;QLD;11.915;54;7.571;62;1.004;131;98;292;2.703;2.513;PLDP;;;
HC;H5;0388;MP SKOFIJE  -  PLAVJE;0;552;651;MT Skofije;QLD;17.000;166;14.741;84;905;88;43;111;862;879;PLDP;;;
HC;H5;0388;PLAVJE - SKOFIJE;552;2.129;860;Skofije HC;QLTC8;13.436;93;11.324;72;839;84;44;110;870;875;PLDP;;;
HC;H5;0388;SKOFIJE - PRIKLJ. SERMIN;2.129;2.962;;;P;17.300;90;15.162;70;850;90;50;113;875;884;PLDP;;;
HC;H5;0388;PRIKLJ. SERMIN - SERMIN (A1);2.962;4.156;;;P;21.600;95;19.185;75;1.100;95;55;115;880;896;PLDP;;;
HC;H5;0456;PRIKLJUCEK PLAVJE - KP;0;100;861;PR Skofije-KP;QLD6;580;5;518;2;43;4;3;1;4;8;PLDP;;;
HC;H5;0456;PRIKLJUCEK PLAVJE - MP;100;146;862;PR Skofije-MP;QLD6;4.200;52;3.913;20;170;25;10;2;8;33;PLDP;;;
HC;H5;0236;SERMIN - BERTOKI;0;1.129;;;P;45.200;210;38.730;200;3.400;230;230;400;1.800;2.050;PLDP;;;
HC;H5;0237;BERTOKI - KP(SKOCJAN);0;2.548;11;Bertoki HC;QLTC8;44.568;344;39.846;240;3.154;252;224;90;418;728;PLDP;;;
HC;H6;0238;KOPER (SLAVCEK - SEMEDELA);0;1.120;;;P;41.200;370;37.870;180;2.300;150;170;40;120;359;PLDP;;;
HC;H6;0389;KOPER (SEMEDELA) - IZOLA;0;4.116;;;P;27.500;380;24.650;150;1.900;140;160;30;90;299;PLDP;;;
HC;H7;0815;A5 - DOLGA VAS;0;1.502;;;P;5.450;30;2.985;21;294;45;50;315;1.710;1.666;PLDP;;;
HC;H7;0817;DOLGA VAS - RONDO DOLGA VAS;0;2.024;;;P;4.345;30;1.915;20;295;40;25;315;1.705;1.651;PLDP;;;
G1;1;0240;MP VIC - DRAVOGRAD;0;3.590;663;MT Vic;QLTC10;2.848;78;2.084;5;240;34;21;62;324;291;PLDP;;;
G1;1;0241;DRAVOGRAD - RADLJE;0;16.005;60;Gortina;QLTC10;7.870;95;6.530;47;695;114;94;60;235;422;WIM;;;
G1;1;0242;RADLJE ;0;2.686;923;Radeljska obvoznica;QLTC10;6.115;67;5.065;17;529;102;91;53;191;247;PLDP;;;
G1;1;0243;RADLJE - BREZNO;0;9.127;605;Brezno;QLTC10;4.789;63;3.909;38;451;78;44;44;162;205;PLDP;;;
G1;1;0244;BREZNO - RUTA;0;9.569;573;Ozbalt;QLTC8;4.475;63;3.605;39;429;81;48;47;163;211;PLDP;;;
G1;1;0245;RUTA - SELNICA;0;10.500;600;Zgornji Boc;QLTC10;4.895;64;3.963;39;483;63;70;40;173;140;DIST;;;
G1;1;0245;SELNICA - MB(OTOK);10.500;19.220;61;Brestrnica;QLTC8;8.819;84;7.583;65;633;132;90;49;183;175;DIST;;;
G1;1;0245;MB (OTOK) - MB (KOROSKI MOST);19.220;20.688;900;MB Kamnica;QLTC10;14.231;101;12.657;76;924;124;111;49;189;186;WIM;;;
G1;1;0326;MB (KOR. MOST - C. PROLE. BRIGAD);0;2.014;18;MB Koroski most;QLTC8;24.199;114;22.203;96;1.266;156;109;55;200;322;PLDP;;;
G1;1;0364;MB (C. PROLE. BRIGAD  -  TRZASKA C.);0;2.227;;;P;27.000;115;24.680;140;1.400;240;110;85;230;411;PLDP;;;
G1;1;0246;MB (TRZASKA) - MIKLAVZ;0;3.532;19;MB Ptujska;QLTC10;21.811;105;19.209;167;1.483;257;123;95;372;543;PLDP;;;
G1;2;1290;SL.BISTRICA - PRAGERSKO;0;3.925;196;Devina;QLTC10;8.800;80;7.042;32;750;213;127;123;433;578;WIM;;;
G1;2;0392;PRAGERSKO - SIKOLE;0;5.323;641;Sikole 2;QLTC10;5.589;55;4.204;22;528;177;102;108;393;506;DIST;;;
G1;2;0393;SIKOLE - KIDRICEVO;0;6.850;426;Sikole 3;QLTC8;6.557;62;5.075;23;570;178;147;92;410;530;DIST;;;
G1;2;0393;KIDRICEVO - HAJDINA;6.850;7.950;792;Njiverce;QLTC8;11.653;74;9.803;50;832;200;180;102;412;579;DIST;;;
G1;2;0395;PTUJ(TURNISCE - BUDINA);0;1.642;670;Ptuj jezero;QLTC10;25.525;136;21.927;124;1.836;368;203;212;719;906;PLDP;;;
G1;2;0249;PTUJ - SPUHLJA;0;2.226;638;Ptuj Vzhod;QLTC10;13.919;84;11.722;90;993;197;94;156;583;940;WIM;;;
G1;2;0250;SPUHLJA - GORISNICA;0;8.030;424;Borovci;QLTC10;8.309;55;7.159;30;582;110;69;67;237;341;WIM;;;
G1;2;0250;GORISNICA - ORMOZ;8.030;17.688;62;Cvetkovci;QLTC10;5.926;50;4.961;28;456;89;59;60;223;311;DIST;;;
G1;2;0398;ORMOZ Z  -  ORMOZ V;0;3.020;574;Ormoz;QLTC10;3.655;35;2.912;8;285;79;51;59;226;292;DIST;;;
G1;2;1313;ORMOZ - SREDISCE OB DRAVI;0;9.000;355;Grabe;QLTC10;2.673;27;2.151;12;160;51;41;43;188;236;DIST;;;
G1;2;1313;SREDISCE OB DRAVI  -  MP SRED.;9.000;11.855;522;MP Sredisce ob Dravi;QLTC10;971;9;628;9;65;36;15;42;167;198;DIST;;;
G1;4;1257;DRAVOGRAD - OTISKI VRH;0;1.448;480;Dravograd;QLTC8;13.643;123;11.700;130;993;150;124;92;331;431;DIST;;;
G1;4;1258;OTISKI VRH - SL.GRADEC;0;9.170;131;Bukovska vas;QLTC8;10.279;93;8.489;71;869;158;149;99;351;429;WIM;;;
G1;4;1445;SL.GRADEC ;0;1.910;;;P;13.000;120;11.055;75;1.000;185;135;100;330;451;PLDP;;;
G1;4;1259;SL.GRADEC - LUZNIK;0;6.600;329;Smartno SG;QLTC10;12.766;112;10.794;73;1.064;183;118;100;322;405;DIST;;;
G1;4;1259;LUZNIK - GORNJI DOLIC;6.600;12.897;621;Mislinja;QLTC10;9.596;94;8.103;56;761;127;107;80;268;330;DIST;;;
G1;4;1260;GORNJI DOLIC - VELENJE;0;11.476;315;Paka pri Velenju;QLTC8;9.501;99;7.967;62;743;125;112;88;305;364;DIST;;;
G1;4;1261;VELENJE - CRNOVA;0;7.427;132;Crnova;QLTC10;17.723;139;15.337;78;1.290;207;118;145;409;709;WIM;;;
G1;4;1262;CRNOVA - ARJA VAS;0;7.014;133;Velika Piresica;QLTC8;14.593;99;12.165;67;1.172;218;232;151;489;851;DIST;;;
G1;5;1401;PRIKLJ. CELJE Z - MEDLOG;0;3.613;689;Medlog;QLTC10;6.617;18;5.752;18;532;72;63;38;124;182;DIST;;;
G1;5;0370;MEDLOG - CELJE;0;3.242;417;Celje Lava;QLTC10;13.373;126;11.827;26;811;202;137;71;173;319;DIST;;;
G1;5;0328;CELJE - CE(POLULE);0;2.000;;;P;19.400;120;17.455;75;1.000;185;135;100;330;451;PLDP;;;
G1;5;0328;CE (POLULE) - LASKO;2.000;11.000;90;Kosnica;QLTC8;14.492;112;12.544;68;1.027;197;137;97;310;465;WIM;;;
G1;5;0328;LASKO - SMARJETA;11.000;17.325;580;Strmca;QLTC10;9.519;95;8.040;61;753;150;94;75;251;367;DIST;;;
G1;5;0329;SMARJETA - RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLTC10;6.946;73;5.699;57;598;146;79;74;220;332;DIST;;;
G1;5;0330;RIM.TOPLICE - ZIDANI MOST;0;6.750;739;Zidani Most;QLTC10;5.331;64;4.252;39;495;115;85;62;219;306;DIST;;;
G1;5;0331;ZIDANI MOST - RADECE;0;2.997;92;Radece;QLTC10;6.759;82;5.638;20;580;128;54;66;191;265;DIST;;;
G1;5;0360;RADECE ;0;520;;;P;7.600;75;6.410;40;620;110;70;65;210;275;PLDP;;;
G1;5;0332;RADECE - BOSTANJ;0;11.249;101;Vrhovo;QLTC10;5.315;71;4.371;26;444;105;55;60;183;253;DIST;;;
G1;5;0333;BOSTANJ;0;790;581;Bostanj;QLTC8;9.833;98;8.360;46;770;144;114;95;206;347;DIST;;;
G1;5;0334;BOSTANJ - IMPOLJCA;0;4.490;932;Log pri Sevnici;QLTC10;5.983;64;4.909;32;539;112;83;75;169;255;PLDP;;;
G1;5;0335;IMPOLJCA - BRESTANICA;0;9.790;630;Impoljca;QLTC10;4.804;57;3.916;18;427;89;69;64;164;363;WIM;;;
G1;5;0361;BRESTANICA - KRSKO;0;3.900;103;Krsko;QLTC10;8.305;70;7.201;41;622;94;84;66;127;358;DIST;;;
G1;5;0336;KRSKO - LESKOVEC;0;2.620;95;Zadovinek;QLTC10;12.513;66;10.912;38;858;131;122;110;276;618;DIST;;;
G1;5;0336;LESKOVEC - DRNOVO;2.620;4.925;931;Leskovec pri Krskem;QLTC10;10.919;55;9.353;34;862;131;107;102;275;364;PLDP;;;
G1;6;0338;POSTOJNA - PIVKA;0;10.260;82;Prestranek;QLTC8;12.674;96;11.132;54;716;113;126;69;368;426;WIM;;;
G1;6;0339;PIVKA - RIBNICA;0;9.945;615;Mala Pristava;QLTC10;3.874;63;3.018;85;352;54;30;54;218;269;DIST;;;
G1;6;0340;RIBNICA - PREM;0;4.215;474;Dolnja Bitnja;QLTC10;4.443;70;3.492;47;423;55;34;54;268;281;PLDP;;;
G1;6;0341;PREM - IL.BISTRICA;0;6.227;516;Topolc;R 07x1;5.000;90;3.980;50;460;55;40;55;270;288;PLDP;;;
G1;6;1377;ILIRSKA BISTRICA (NIKOLA TESLA);0;2.495;926;Obvoznica Ilirska Bistrica;QLTC10;5.405;70;4.406;44;458;55;49;56;267;287;PLDP;;;
G1;6;0343;IL.BISTRICA - DOLNJI ZEMON;0;2.800;83;Koseze;QLTC10;8.147;124;6.982;56;633;54;36;42;220;245;PLDP;;;
G1;6;0343;DOLNJI ZEMON  -  MP JELSANE;2.800;9.961;504;MP Jelsane;QLTC8;5.000;100;4.015;60;498;38;18;42;229;242;PLDP;;;
G1;7;0356;MP STAROD - PODGRAD;0;6.561;503;MP Starod;QLTC8;5.003;106;3.606;74;437;46;17;78;639;564;DIST;;;
G1;7;0355;PODGRAD - OBROV;0;5.900;526;Male Loce;QLTC10;7.050;121;5.367;78;576;61;31;94;722;645;DIST;;;
G1;7;0354;OBROV - KOZINA;0;14.500;604;Gradisce;QLTC10;7.443;97;5.663;45;648;68;72;113;737;670;DIST;;;
G1;7;0353;KOZINA - MP KOZINA;0;3.340;652;MT Kozina;QLTC8;6.047;159;5.291;63;463;29;8;6;28;71;WIM;;;
G1;8;0213;LJ(SENTVID  -  OBVOZNICA);0;2.900;725;LJ Celovska Dravlje;QLTC8;40.032;193;35.832;561;2.684;250;155;94;263;705;PLDP;;;
G1;9;0351;PODLEHNIK-GRUSKOVJE;0;5.704;;;P;10.300;35;8.510;115;565;35;60;80;900;788;PLDP;;;
G1;11;1062;KOPER - SMARJE;0;6.000;149;Koper;QLTC8;16.359;266;14.283;59;1.318;97;80;30;226;452;DIST;;;
G1;11;1062;SMARJE - DRAGONJA;6.000;13.650;150;Pesjanci;QLTC10;10.974;197;9.352;63;1.001;72;44;30;215;406;DIST;;;
G1;11;1062;DRAGONJA - MP DRAGONJA;13.650;14.724;14;MP Dragonja;QLTC44;9.086;158;8.052;48;597;54;24;24;129;263;WIM;;;
G1;11;1475;SLAVCEK -  KOPER;0;700;;;P;35.000;230;32.500;190;1.650;130;90;60;150;329;PLDP;;;
G1;11;1475;KOPER - SKOCJANSKI ZATOK;700;1.770;;;P;15.500;80;13.345;200;1.500;85;80;60;150;319;PLDP;;;
G1;11;1475;SKOCJANSKI ZATOK - LUKA KOPER;1.770;2.424;;;P;5.000;30;2.840;0;150;20;20;340;1.600;1.372;PLDP;;;
G2;101;0232;MP LJUBELJ - BISTRICA(TRZIC);0;12.500;660;MT Ljubelj;QLD5;2.595;99;2.269;20;166;23;15;2;1;26;PLDP;;;
G2;101;0231;BISTRICA(TRZIC) - ZVIRCE;0;3.280;3;Kovor;QLTC8;9.979;102;8.875;25;798;70;48;14;47;96;PLDP;;;
G2;101;0230;ZVIRCE - PODTABOR;0;1.228;554;Zvirce;R 07x1;9.500;80;8.355;25;860;70;50;10;50;173;WIM;;;
G2;102;1031;MP ROBIC - ROBIC;0;4.800;655;MT Robic;QLD;1.049;58;890;3;56;7;9;15;11;26;DIST;;;
G2;102;1031;ROBIC - STARO SELO;4.800;5.602;914;Staro selo;QLD*;2.058;66;1.804;4;125;12;19;14;14;33;DIST;;;
G2;102;1030;STARO SELO - KOBARID;0;3.320;212;Kobarid;R 11x4;2.800;80;2.493;7;150;15;30;13;12;39;DIST;;;
G2;102;1005;KOBARID - IDRSKO;0;2.200;679;Idrsko;QLTC10;4.460;214;3.718;19;369;51;44;19;26;75;WIM;;;
G2;102;1006;IDRSKO - PERSETI;0;11.715;97;Perseti;QLTC8;4.792;206;3.975;18;391;60;83;22;37;104;DIST;;;
G2;102;1040;PERSETI - MOST NA SOCI;0;7.334;405;Prapetno;QLTC10;4.465;115;3.821;28;328;66;71;17;19;90;DIST;;;
G2;102;1039;MOST NA SOCI - BACA;0;2.205;533;Most na Soci;R 07x1;5.200;100;4.640;30;250;70;75;15;20;93;PLDP;;;
G2;102;1038;BACA - DOL. TREBUSA;0;8.550;104;Slap ob Idrijci;QLTC10;2.395;87;1.949;18;200;31;69;13;28;78;PLDP;;;
G2;102;1037;DOL TREBUSA - ZELIN;0;13.118;406;Stopnik;QLD;1.650;54;1.262;20;176;49;52;15;22;73;PLDP;;;
G2;102;1036;ZELIN - SP. IDRIJA(MAROF);0;11.300;447;Otalez;QLTC10;2.528;76;2.126;30;184;48;30;12;22;67;PLDP;;;
G2;102;1035;SP. IDRIJA;0;1.900;;;P;5.700;70;5.195;55;200;75;40;20;45;114;PLDP;;;
G2;102;1034;SP. IDRIJA - GODOVIC;0;13.277;617;Idrija;QLTC8;4.221;97;3.511;65;358;70;50;23;47;77;DIST;;;
G2;102;1033;GODOVIC - KALCE;0;11.233;100;Hotedrsica;QLTC10;4.034;92;3.288;30;369;74;46;38;97;92;WIM;;;
G2;102;1460;KALCE - LOGATEC;0;3.490;74;Kalce;QLTC10;6.397;245;5.196;63;538;118;71;52;114;130;DIST;;;
G2;102;1461;LOGATEC - PRIKLJ. LOGATEC;0;1.672;395;Logatec 2;QLTC10;10.284;55;8.653;19;952;138;112;97;258;344;PLDP;;;
G2;103;1007;PERSETI - USNIK;0;4.015;546;Volce;R 07x1;3.800;150;3.120;22;330;70;40;20;48;96;PLDP;;;
G2;103;1008;USNIK - KANAL;0;12.580;616;Doblar;QLTC10;3.761;146;3.105;22;324;65;36;16;47;89;PLDP;;;
G2;103;1008;KANAL - PLAVE;12.580;20.070;754;Deskle;QLTC10;6.312;156;5.279;24;441;76;47;32;257;256;PLDP;;;
G2;103;1009;PLAVE - SOLKAN;0;10.070;99;Solkan;QLTC10;7.074;160;6.002;25;469;79;49;30;260;259;PLDP;;;
G2;103;1390;SOLKAN-NOVA GORICA (KROMBERK);0;1.972;693;Solkan 3;QLTC8;8.359;165;6.998;22;643;109;121;38;263;643;WIM;;;
G2;103;1486;KROMBERK  -  ROZNA DOLINA;0;2.589;222;Panovec;QLTC8;23.992;222;21.700;133;1.378;144;124;31;260;372;PLDP;;;
G2;103;1447;NG(R. DOLINA)  -  SEMPETER;0;2.315;227;Sempeter RD;QLTC10;11.805;105;10.418;20;769;89;89;36;279;294;PLDP;;;
G2;104;1136;KRANJ - LETALISCE BRNIK;0;6.000;200;KR Primskovo 1;QLTC8;25.890;118;22.908;98;1.970;243;151;94;308;528;DIST;;;
G2;104;1136;LETALISCE BRNIK - SP.BRNIK;6.000;8.453;627;Brnik;QLTC8;10.008;106;8.209;80;965;176;141;59;272;436;DIST;;;
G2;104;1137;SP.BRNIK - MOSTE;0;5.953;781;Komenda;QLTC10;9.368;95;7.632;53;887;207;117;73;304;452;WIM;;;
G2;104;1138;MOSTE - MENGES;0;3.900;115;Topole;QLTC10;10.516;75;8.661;55;1.077;172;133;55;288;375;PLDP;;;
G2;104;1388;MENGES (KAMNISKA C. - KOLODVORSKA C.) ;0;802;;;P;9.000;70;7.725;15;700;120;90;40;240;275;PLDP;;;
G2;104;1139;MENGES (KOLODVORSKA C.) - LOKA;0;1.975;918;Menges;QLTC8;10.356;67;8.981;18;782;115;98;45;250;290;PLDP;;;
G2;104;1139;LOKA - TRZIN;1.975;4.530;116;Loka;QLTC8;16.749;108;14.499;61;1.299;192;148;69;373;459;PLDP;;;
G2;104;1496;MENGES (SLOVENSKA C.) ;0;1.548;;;P;8.900;50;7.770;40;670;90;75;45;160;223;PLDP;;;
G2;104;0295;TRZIN - LJ(CRNUCE);0;3.687;73;Trzin;QLTC8;33.525;213;29.447;175;2.555;347;243;102;443;823;WIM;;;
G2;104;0087;LJ (CRNUCE - BRNCICEVA);0;890;172;S Vpadnica;QLTC8;32.585;161;28.617;61;2.624;341;231;93;457;731;DIST;;;
G2;104;0087;LJ (BRNCICEVA - TOMACEVO);890;2.870;;;P;40.500;165;35.970;65;2.650;470;450;130;600;868;PLDP;;;
G2;105;0254;NOVO MESTO (AC - LOCNA);0;910;;;P;15.300;70;12.580;70;1.400;260;230;240;450;692;PLDP;;;
G2;105;0257;NOVO MESTO (LOCNA - KRKA);0;1.070;193;NM Locna;QLTC10;20.394;71;17.984;71;1.314;179;116;233;426;1.135;DIST;;;
G2;105;1511;NOVO MESTO (KRKA) ;0;940;118;NM Obvoznica;QLTC8;19.042;69;16.621;82;1.235;211;163;236;425;1.205;DIST;;;
G2;105;0255;NOVO MESTO (KRKA - REVOZ);0;1.805;177;NM Zabja vas;QLTC8;13.700;90;11.635;95;900;200;160;230;390;1.157;DIST;;;
G2;105;0256;NOVO MESTO (REVOZ) - METLIKA;0;26.301;607;Gorjanci;QLTC10;5.596;54;4.728;56;453;65;51;50;139;386;WIM;;;
G2;105;0258;METLIKA - MP METLIKA;0;1.480;155;MP Metlika;QLTC8;3.156;27;2.716;37;186;23;17;48;102;265;DIST;;;
G2;106;0215;LJ (RUDNIK) - SKOFLJICA;0;4.555;6;Skofljica;QLTC8;17.152;144;14.943;176;1.294;182;151;79;183;398;PLDP;;;
G2;106;0260;SKOFLJICA;0;520;;;P;15.000;110;13.255;130;950;200;120;75;160;343;PLDP;;;
G2;106;0261;SKOFLJICA - RASICA;0;16.290;117;Zelimlje;QLTC10;8.535;90;7.328;66;673;109;78;58;133;336;WIM;;;
G2;106;0262;RASICA - ZLEBIC;0;12.425;410;Zlebic;QLTC10;7.218;90;6.095;58;609;92;84;57;133;326;DIST;;;
G2;106;0263;ZLEBIC - BREG;0;2.300;;;P;7.100;90;5.920;60;650;100;85;60;135;285;DIST;;;
G2;106;0263;BREG - HROVACA;2.300;4.500;;;P;9.800;120;8.570;60;670;105;70;65;140;286;DIST;;;
G2;106;0263;HROVACA - DOLENJA VAS;4.500;9.490;751;Gorica vas;QLTC10;8.892;120;7.662;56;667;103;64;64;156;292;DIST;;;
G2;106;0263;DOLENJA VAS - KOCEVJE;9.490;18.779;619;Stara Cerkev;QLTC10;6.249;78;5.304;51;482;62;100;52;120;255;WIM;;;
G2;106;0264;KOCEVJE ;0;1.900;;;P;7.500;95;6.610;50;450;55;90;50;100;188;PLDP;;;
G2;106;0264;KOCEVJE - LIVOLD;1.900;6.269;744;Kocevje;QLTC10;5.130;92;4.523;14;313;45;85;24;34;98;PLDP;;;
G2;106;0265;LIVOLD - STALCERJI;0;6.200;119;Stalcerji;QLD*;2.139;69;1.853;10;130;14;26;20;17;47;PLDP;;;
G2;106;0265;STALCERJI - FARA;6.200;21.580;750;Banja Loka;R 09x1;1.250;70;1.010;10;110;10;15;7;18;33;PLDP;;;
G2;106;0266;FARA - PETRINA;0;2.450;742;Petrina 1;QLTC10;935;67;764;3;67;5;5;5;19;22;PLDP;;;
G2;106;0266;PETRINA - MP PETRINA;2.450;2.560;507;MP Petrina;R  ;685;30;625;3;20;5;2;0;0;4;PLDP;;;
G2;106;0216;SKOFLJICA - SMARJE SAP;0;2.461;26;Skofljica 2;QLTC10;5.079;43;4.357;9;485;58;50;26;51;96;PLDP;;;
G2;107;1274;CELJE - STORE;0;4.500;420;Celje Teharje;QLTC8;16.066;87;14.202;72;1.014;170;177;59;285;404;DIST;;;
G2;107;1274;STORE -  SENTJUR;4.500;10.902;134;Sentjur;QLTC10;10.942;74;9.788;62;627;122;76;45;148;235;WIM;;;
G2;107;1275;SENTJUR - SMARJE PRI JELSAH;0;11.300;622;Stopce;QLTC10;9.345;61;8.095;38;643;115;99;64;230;292;WIM;;;
G2;107;1275;SMARJE PRI JELSAH - MESTINJE;11.300;14.255;188;Mestinje;QLTC10;8.765;54;7.549;45;610;137;84;66;220;289;DIST;;;
G2;107;1238;MESTINJE - PODPLAT;0;2.060;756;Podplat 3;QLTC10;9.077;72;7.730;37;651;163;101;83;240;323;DIST;;;
