Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. (avt.) stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.
G1;4;1261;VELENJE-CRNOVA;0;7.427;132;O;QLD-6;;Crnova;17.379;85;15.160;94;1.017;251;271;501
G1;4;1262;CRNOVA-ARJA VAS;0;7.014;133;O;QLD-6;;Velika Piresica;14.629;74;12.159;90;900;341;462;603
G1;5;1401;PRIKLJUCEK CELJE ZAHOD-MEDLOG;0;3.613;689;O;QLD-6;;Medlog;6.243;15;5.524;20;358;119;96;111
G1;5;0370;MEDLOG - CELJE;0;3.242;417;O;QLD-6;;Celje Lava;13.934;99;12.491;41;726;199;215;163
G1;5;0328;CELJE-CE(POLULE);0;2.000;;P;;;;18.500;85;16.670;70;750;250;240;435
G1;5;0328;CE(POLULE)-LASKO;2.000;11.000;90;O;QLD-6;;Kosnica;14.091;80;12.244;52;783;206;265;461
G1;5;0328;LASKO-SMARJETA;11.000;17.325;580;O;;07x1;Strmca;7.862;6;6.577;51;546;246;62;374
G1;5;0329;SMARJETA-RIMSKE TOPLICE;0;1.050;91;O;QLD-6;;Rimske Toplice;6.809;48;5.695;44;423;138;164;297
G1;5;0330;RIM.TOPLICE-ZIDANI MOST;0;6.750;;P;;;;6.300;40;5.335;40;350;165;120;250
G1;5;0331;ZIDANI MOST-RADECE;0;2.997;92;O;QLD-5;;Radece;6.878;53;5.746;29;427;163;195;265
G1;5;0360;RADECE;0;520;;P;;;;7.300;40;6.130;40;520;180;120;270
G1;5;0332;RADECE-BOSTANJ;0;11.249;101;O;QLD-3;;Vrhovo;5.041;49;4.003;33;354;144;108;350
G1;5;0333;BOSTANJ;0;790;581;O;;07x1;Bostanj;8.870;8;7.260;29;638;365;149;421
G1;5;0334;BOSTANJ-IMPOLJCA;0;4.490;;P;;;;5.000;35;3.930;25;380;200;160;270
G1;5;0335;IMPOLJCA-BRESTANICA;0;9.790;630;O;QLD-6_sel;;Log pri Sevnici;4.857;39;3.897;27;345;94;219;236
G1;5;0361;BRESTANICA-KRSKO;0;3.900;103;O;QLD-6_sel;;Krsko;9.130;53;7.869;56;496;155;209;292
G1;5;0336;KRSKO-LESKOVEC;0;2.620;95;O;QLD-6;;Zadovinek;9.869;61;8.575;37;543;170;152;331
G1;5;0336;LESKOVEC-DRNOVO;2.620;4.925;;P;;;;6.800;35;5.735;40;400;150;140;300
G1;6;0338;POSTOJNA-PIVKA;0;10.260;82;O;QLD-6;;Prestranek;11.377;23;10.113;68;541;168;174;290
G1;6;0339;PIVKA-RIBNICA;0;9.945;615;O;QLD-6;;Ribnica;3.539;59;2.972;43;217;39;51;158
G1;6;0340;RIBNICA-PREM;0;4.215;474;O;;07x1;Ribnica 2;3.474;90;2.735;45;306;96;59;143
G1;6;0341;PREM-IL.BISTRICA;0;6.210;516;O;;07x1;Topolc;4.358;90;3.727;68;255;68;61;89
G1;6;0342;IL.BISTRICA;0;1.160;;P;;;;6.700;55;6.075;65;230;80;45;150
G1;6;0363;IL.BISTRICA;0;1.470;;P;;;;11.300;60;10.660;65;250;75;40;150
G1;6;0343;IL.BISTRICA-DOLNJI ZEMON;0;2.800;83;O;QLD-6;;Koseze;7.432;89;6.695;52;311;71;34;180
G1;6;0343;DOLNJI ZEMON - MP JELSANE;2.800;9.961;504;O;QLD-6;;MP Jelsane;4.199;75;3.644;48;206;40;24;162
G1;7;0356;MP STAROD-PODGRAD;0;6.561;503;O;QLD;;MP Starod;4.070;69;3.405;43;221;28;18;286
G1;7;0355;PODGRAD-OBROV;0;5.900;526;O;;07x1;Podgrad;6.016;70;4.986;53;343;82;82;400
G1;7;0354;OBROV-KOZINA;0;14.500;604;O;QLD-6;;Gradisce;6.717;18;5.612;44;312;131;80;520
G1;7;0353;KOZINA-MP KRVAVI POTOK;0;3.340;652;O;QLD-6;;MP Kozina;5.404;85;4.565;44;279;46;34;351
G1;8;0207;VRBA-LESCE;0;1.407;;P;;;;22.500;100;19.688;175;1.287;340;210;700
G1;8;0208;LESCE-RADOVLJICA;0;2.820;;P;;;;24.300;100;21.130;200;1.430;310;280;850
G1;8;0208;RADOVLJICA-CERNIVEC;2.820;6.480;632;O;QLD-6;;Radovljica;27.709;132;23.751;291;1.681;311;534;1.009
G1;8;0213;LJ(SENTVID - OBVOZNICA);0;2.900;725;O;QLD-6;;LJ Celovska Dravlje;60.261;184;53.187;830;3.320;582;773;1.385
G1;9;0352;HAJDINA-DRAZENCI;0;3.450;;P;;;;15.000;27;13.208;165;520;100;80;900
G1;9;0352;DRAZENCI-JUROVCI;3.450;6.028;;P;;;;11.000;25;9.375;140;480;80;50;850
G1;9;0362;JUROVCI;0;1.000;;P;;;;11.900;28;10.342;150;430;90;60;800
G1;9;0351;JUROVCI-PODLEHNIK;0;4.200;682;O;QLD-6;;Jurovci;10.658;30;9.033;113;474;68;52;888
G1;9;0351;PODLEHNIK - MP GRUSKOVJE;4.200;11.050;518;O;QLD-6;; Gruskovje;8.606;24;7.060;110;457;40;41;874
G1;11;1062;KOPER-SMARJE;0;6.000;149;O;QLD-3;;Koper;14.496;175;13.301;55;675;116;79;95
G1;11;1062;SMARJE-DRAGONJA;6.000;13.650;150;O;QLD-6;;Pesjanci;9.626;154;8.735;52;484;59;48;94
G1;11;1062;DRAGONJA-MP DRAGONJA;13.650;14.665;14;O;QLD-5;;MP Dragonja;7.475;140;6.678;40;359;85;68;105
G1;11;1475;SLAVCEK- KOPER;0;700;;P;;;;33.500;100;29.495;170;1.485;600;750;900
G1;11;1475;KOPER-LUKA KOPER;700;2.424;;P;;;;9.000;40;6.218;190;802;300;700;750
G1;12;0344;RAZDRTO-PODNANOS;0;10.377;644;O;QLD-6;;Podgric;8.214;43;5.600;56;621;187;363;1.344
G2;101;0232;MP LJUBELJ-BISTRICA(TRZIC);0;12.500;660;O;QLD-6;;MP Ljubelj;1.995;56;1.819;9;96;7;7;1
G2;101;0231;BISTRICA(TRZIC)-ZVIRCE;0;3.280;3;O;QLD;;Kovor;8.945;54;8.157;23;450;117;95;49
G2;101;0230;ZVIRCE-PODTABOR;0;1.455;554;O;;07x1;Zvirce;8.137;5;7.441;29;446;132;40;44
G2;102;1031;MP ROBIC-STARO SELO;0;5.630;655;O;QLD-3;;MP Robic;1.034;11;950;8;55;10;0;0
G2;102;1030;STARO SELO-KOBARID;0;3.320;212;O;;05x1;Kobarid;2.000;50;1.755;10;90;50;35;10
G2;102;1005;KOBARID-IDRSKO;0;2.200;679;O;QLD-5;;Idrsko;4.309;122;3.721;22;216;102;86;40
G2;102;1006;IDRSKO-PRSETI;0;11.715;97;O;;04x4;Idrsko;3.700;150;3.015;30;280;140;40;45
G2;102;1040;PERSETI-MOST NA SOCI;0;7.334;405;O;QLD-6;;Prapetno;4.440;77;3.942;25;220;71;75;30
G2;102;1039;MOST NA SOCI-BACA;0;2.205;533;O;;07x1;Most na Soci;4.945;80;4.425;44;204;91;54;47
G2;102;1038;BACA-DOL. TREBUSA;0;8.550;104;O;;03x4;Idrija pri Baci;3.200;50;2.835;35;130;65;50;35
G2;102;1037;DOL TREBUSA-ZELIN;0;13.118;406;O;QLD-5;;Stopnik;1.705;51;1.389;21;107;51;56;30
G2;102;1036;ZELIN-SPODNJA IDRIJA(MAROF);0;11.300;447;O;;03x4;Zelin 3;2.500;25;2.140;40;165;65;30;35
G2;102;1035;SPODNJA IDRIJA;0;1.900;;P;;;;3.000;30;2.545;50;200;70;55;50
G2;102;1034;SP. IDRIJA-GODOVIC;0;13.277;617;O;QLD-6;;Idrija;4.544;91;3.861;70;306;76;74;66
G2;102;1033;GODOVIC-KALCE;0;11.233;100;O;QLD-6;;Hotedrsica;4.099;79;3.421;41;287;73;88;110
G2;102;1460;KALCE-LOGATEC;0;3.490;74;O;QLD-5;;Kalce;7.699;192;6.419;72;539;155;187;135
G2;102;1461;LOGATEC;0;1.672;395;O;;03x4;Logatec;5.000;160;3.990;70;350;190;110;130
G2;103;1007;PERSETI-USNIK;0;4.015;546;O;;07x1;Volce;3.588;100;2.962;35;250;96;71;74
G2;103;1008;USNIK-KANAL;0;12.580;616;O;QLD-5;;Doblar;3.578;91;2.757;19;377;214;54;66
G2;103;1008;KANAL-PLAVE;12.580;20.070;;P;;;;7.200;100;6.280;30;310;170;100;210
G2;103;1009;PLAVE-SOLKAN;0;10.070;99;O;QLD-5;;Solkan;7.158;104;6.173;26;309;168;146;232
G2;103;1010;SOLKAN-NG(KROMBERSKA C.);0;2.436;;P;;;;15.400;110;13.990;50;570;280;150;250
G2;103;1486;KROMBERK - ROZNA DOLINA;0;2.589;222;O;QLD-6;;Panovec;24.970;127;23.057;133;933;243;243;234
G2;103;1447;NG(R. DOLINA) - SEMPETER AC;0;2.315;227;O;QLD-6_sel;;Sempeter RD;10.509;65;9.360;23;479;131;212;239
G2;104;1136;KRANJ-LETALISCE BRNIK;0;6.000;200;O;QLD-6;;KR Primskovo 1;21.264;89;19.122;92;1.245;221;212;283
G2;104;1136;LETALISCE BRNIK-SP.BRNIK;6.000;8.330;627;O;QLD-6;;Brnik;17.166;101;14.843;104;1.275;242;301;300
G2;104;1137;SP.BRNIK-MOSTE;0;5.953;;P;;;;12.500;50;10.604;84;863;439;220;240
G2;104;1138;MOSTE-MENGES;0;3.900;115;O;QLD-5;;Topole;11.116;52;9.536;71;639;262;280;276
G2;104;1139;MENGES-TRZIN;0;4.158;116;O;QLD-6;;Loka;17.247;55;15.376;59;1.031;228;244;254
G2;104;0295;TRZIN-LJ(CRNUCE);0;3.687;73;O;QLD-6;;Trzin;35.484;127;31.937;174;2.070;398;404;374
G2;104;0087;LJ(CRNUCE - BRNCICEVA);0;900;172;O;QLD-6;;S Vpadnica;36.771;120;33.139;76;2.204;420;433;379
G2;104;0087;LJ(BRNCICEVA - TOMACEVO);900;2.870;;P;;;;43.000;80;38.810;100;2.520;480;510;500
G2;105;0254;NOVO MESTO (AC - LOCNA);0;910;;P;;;;11.500;40;9.280;70;850;330;330;600
G2;105;0257;NOVO MESTO (LOCNA-KRKA);0;1.070;193;O;QLD-6;;NM Locna;12.603;40;10.743;60;750;205;245;560
G2;105;1511;NOVO MESTO (KRKA);0;940;118;O;QLD-6;;NM Obvoznica;15.864;43;13.828;59;885;272;262;515
G2;105;0255;NOVO MESTO(KRKA-REVOZ);0;1.805;177;O;QLD-6;;NM Zabja vas;12.937;47;11.022;100;722;250;293;503
G2;105;0256;NOVO MESTO(REVOZ)-METLIKA;0;26.301;607;O;QLD-6;;Gorjanci;4.208;37;3.576;32;253;80;91;139
G2;105;0258;METLIKA-MP METLIKA;0;1.480;155;O;QLD-6;;MP Metlika;2.401;13;2.226;11;60;12;8;71
G2;106;0215;LJ(RUDNIK)-SKOFLJICA;0;4.555;6;O;QLD-6;;Skofljica;18.120;82;15.978;166;1.153;220;282;239
G2;106;0260;SKOFLJICA;0;520;;P;;;;14.400;38;13.157;105;480;240;200;180
G2;106;0261;SKOFLJICA-RASICA;0;16.290;117;O;QLD-5;;Zelimlje;8.347;54;7.275;84;525;117;150;142
G2;106;0262;RASICA-ZLEBIC;0;12.425;410;O;QLD-6;;Zlebic;6.731;71;5.786;63;451;89;122;149
G2;106;0263;ZLEBIC-BREG;0;2.300;;P;;;;6.700;35;5.905;85;350;120;95;110
G2;106;0263;BREG-HROVACA;2.300;4.500;;P;;;;8.200;35;7.395;90;355;115;90;120
G2;106;0263;HROVACA-DOLENJA VAS;4.500;9.490;;P;;;;5.700;25;5.090;95;200;150;30;110
G2;106;0263;DOLENJA VAS-KOCEVJE;9.490;18.779;619;O;QLD-6;;Stara Cerkev;6.033;75;5.239;59;364;72;71;153
G2;106;0264;KOCEVJE;0;1.900;;P;;;;5.600;60;4.870;40;350;70;70;140
G2;106;0264;KOCEVJE-LIVOLD;1.900;6.269;;P;;;;2.900;30;2.703;12;50;35;35;35
G2;106;0265;LIVOLD-STALCERJI;0;6.200;119;O;QLD-5;;Stalcerji;1.895;48;1.677;10;68;33;29;30
G2;106;0265;STALCERJI-FARA;6.200;21.580;;P;;;;1.000;5;932;8;30;15;10;0
G2;106;0266;FARA-MP PETRINA;0;2.560;507;O;QLD-3;;MP Petrina;714;9;685;2;9;6;3;0
G2;106;0216;SKOFLJICA-SMARJE SAP;0;2.461;26;O;QLD;;Skofljica 2;3.343;22;2.854;19;233;72;101;42
G2;107;1274;CE (VZHODNA M.)-STORE;0;4.500;420;O;QLD-6;;Celje Teharje;17.232;70;15.547;83;812;176;261;283
G2;107;1274;STORE- SENTJUR;4.500;10.868;134;O;QLD-6;;Sentjur;12.223;56;11.165;75;526;123;110;168
G2;107;1275;SENTJUR-SMARJE PRI JELSAH;0;11.300;622;O;QLD;;Stopce;9.463;45;8.378;40;500;100;150;250
G2;107;1275;SMARJE PRI JELSAH-MESTINJE;11.300;14.307;188;O;QLD-5;;Mestinje;9.123;60;7.831;51;564;155;192;270
G2;107;1238;MESTINJE-PODPLAT;0;2.060;;P;;;;7.900;60;6.824;56;500;145;65;250
G2;107;1276;PODPLAT-ROG. SLATINA;0;2.450;136;O;QLD-3;;Podplat 2;8.667;62;7.591;59;510;122;116;207
G2;107;1276;ROG. SLATINA - KOTEC;2.450;10.600;687;O;QLD-6;;Cerovec;3.674;16;3.097;9;198;64;86;204
G2;107;1276;KOTEC-ROGATEC;10.600;12.500;696;O;QLD-6;;Brezovec;5.603;6;4.951;34;252;62;104;194
G2;107;1277;ROGATEC;0;2.000;;P;;;;2.600;10;2.094;56;120;50;90;180
G2;107;1277;ROGATEC-MP DOBOVEC;2.000;7.774;337;O;QLD-5;;MP Dobovec;1.099;5;815;4;42;72;121;40
G2;108;1180;CRNUCE-SENTJAKOB;0;3.580;120;O;QLD-5;;Sentjakob;9.043;55;7.714;75;638;203;177;181
G2;108;1181;SENTJAKOB-DOLSKO;0;7.000;114;O;QLD-6;;Dol;13.790;57;12.458;54;782;138;133;168
G2;108;1181;DOLSKO-RIBCE;7.000;14.870;121;O;QLD-6_sel;;Senozeti;9.757;43;8.812;31;516;108;101;146
G2;108;1182;RIBCE-LITIJA;0;13.443;678;O;QLD-3;;Zgornji Log;9.156;41;8.338;29;489;79;74;106
G2;108;1183;LITIJA-ZAGORJE;0;14.981;620;O;QLD-6_sel;;Renke;5.981;41;5.239;23;386;100;86;106
G2;108;1184;ZAGORJE-TRBOVLJE;0;4.316;122;O;QLD-6;;Trbovlje 4;8.206;60;7.320;21;421;121;104;159
G2;108;1185;TRBOVLJE-HRASTNIK;0;5.162;123;O;QLD;;Hrastnik;7.571;30;6.871;20;350;150;50;100
G2;108;1186;HRASTNIK-ZIDANI MOST;0;8.291;124;O;QLD-3;;Suhadol;1.653;11;1.529;0;98;13;2;0
G2;109;0357;MP PETISOVCI-PETISOVCI;0;1.000;143;O;QLD;;MP Petisovci;2.321;10;2.076;5;100;40;10;80
G2;109;0357;PETISOVCI-LENDAVA;1.000;4.408;89;O;;03x1;Lendava 2;2.200;10;1.940;10;70;45;35;90
G2;110;0327;G.RADGONA-MP G.RADGONA;0;970;665;O;QLD-6;;MP Gornja Radgona;4.716;24;4.360;6;125;21;53;127
G2;111;0238;KOPER-SEMEDELA;0;1.220;;P;;;;38.000;200;35.598;140;1.362;260;240;200
G2;111;0238;SEMEDELA-RUDA(IZOLA);1.220;5.266;626;O;QLD-6;;Izola;28.586;219;26.171;143;1.362;260;235;196
G2;111;0373;RUDA(IZOLA)-BELVEDER;0;4.750;13;O;QLD-6;;Izolska obvoznica;18.046;165;16.630;71;864;144;106;66
G2;111;0373;BELVEDER-VALETA;4.750;8.255;;P;;;;23.900;200;22.240;80;1.060;170;80;70
G2;111;0239;VALETA-LUCIJA;0;1.770;;P;;;;11.800;150;10.705;60;700;100;60;25
G2;111;0239;LUCIJA-SECOVLJE;1.770;7.000;10;O;QLD-6;;Seca;9.688;129;8.921;49;449;80;43;17
G2;111;0239;SECOVLJE-MP SECOVLJE;7.000;7.280;500;O;QLD-3;;MP Secovlje;4.267;57;3.969;22;200;11;6;2
G2;112;1254;MP HOLMEC-POLJANA;0;3.881;662;O;QLD-6;;MP Holmec;1.591;20;1.444;3;56;7;14;47
G2;112;1255;POLJANA-PREVALJE;0;2.000;432;O;QLD-6;;Prevalje;7.901;55;7.169;58;344;85;92;98
G2;112;1255;PREVALJE-RAVNE;2.000;8.047;;P;;;;11.800;30;10.820;80;380;230;100;160
G2;112;1256;RAVNE-DRAVOGRAD;0;7.008;160;O;QLD-6;;Ravne;8.099;62;7.060;69;478;110;146;174
R1;201;0201;MP KORENSKO SEDLO-PODKOREN;0;3.755;659;O;QLD-5;;MP Korensko sedlo;1.671;101;1.490;3;64;9;4;0
R1;201;0202;PODKOREN-KR.GORA;0;2.550;;P;;;;4.000;48;3.867;50;20;10;5;0
R1;201;0203;KR.GORA-MOJSTRANA-DOVJE;0;12.100;631;O;QLD-5;;Gozd Martuljek;6.072;97;5.479;80;236;117;48;15
R1;201;0204;DOVJE-MOJSTRANA-KRAJE;0;2.420;;P;;;;6.100;40;5.605;60;230;105;40;20
R1;201;0205;KRAJE-HRUSICA;0;4.030;;P;;;;6.200;40;5.700;60;235;105;45;15
R1;202;0234;MP RATECE-RATECE;0;1.380;658;O;QLD-5;;MP Ratece;1.979;61;1.786;16;77;24;10;5
R1;202;0233;RATECE-PODKOREN;0;2.926;;P;;;;2.100;40;1.974;15;50;15;5;1
R1;203;1002;MP PREDEL-KLUZE;0;12.500;657;O;QLD-5;;MP Predel;556;66;439;5;24;14;5;3
R1;203;1002;KLUZE-BOVEC;12.500;15.033;536;O;;07x1;Kluze;783;67;619;1;34;40;15;7
R1;203;1003;BOVEC (PO OBVOZNICI)-ZAGA;0;9.904;535;O;;07x1;Bovec;1.738;29;1.489;35;118;37;18;12
R1;203;1004;ZAGA-KOBARID;0;13.500;96;O;QLD-6;;Srpenica;2.167;103;1.729;18;190;42;57;28
R1;204;1012;SEMPETER-VOLCJA DRAGA;0;2.800;262;O;QLD-6_sel;;Volcja Draga;11.943;91;11.102;29;516;98;85;22
R1;204;1012;VOLCJA DRAGA-DORNBERK;2.800;8.343;203;O;QLD-3;;Prvacina;6.448;64;5.905;30;287;90;44;28
R1;204;1013;DORNBERK-STANJEL;0;13.078;204;O;QLD;;Branik;2.727;92;2.371;15;174;50;15;10
R1;204;1014;STANJEL-DUTOVLJE;0;7.820;24;O;;07x4;Kopriva;1.910;52;1.544;18;178;72;28;18
R1;204;1015;DUTOVLJE-SEZANA;0;7.890;205;O;QLD-5;;Tomaj;4.083;83;3.447;16;397;89;35;16
R1;205;1026;DIVACA-LOKEV-LIPICA;0;8.710;418;O;QLD-5;;MP Lipica;4.013;126;3.669;3;154;45;15;1
R1;206;1027;KRANJSKA GORA - ERIKA;0;3.372;220;O;QLD-3;;Erika;688;10;624;9;27;12;5;1
R1;206;1043;RUSKA CESTA (ERIKA-VRSIC);0;9.085;;P;;;;450;60;354;2;20;8;5;1
R1;206;1028;VRSIC-TRENTA;0;8.960;197;O;QLD-5;;Vrsic;412;81;303;3;13;8;3;1
R1;206;1029;TRENTA-BOVEC;0;22.242;198;O;QLD-5;;Koritnica;1.201;90;1.020;7;44;26;11;3
R1;207;1057;GODOVIC-CRNI VRH;0;6.871;105;O;;03x4;Godovic;1.900;20;1.585;20;120;90;20;45
R1;207;1058;CRNI VRH-COL;0;9.602;;P;;;;1.500;15;1.220;10;100;60;50;45
R1;207;1413;COL-AJDOVSCINA;0;8.696;427;O;QLD-6;;Budanje;3.366;47;2.974;8;179;59;53;46
R1;208;1434;CRNI KAL - KORTINE;0;2.236;;P;;;;1.600;30;1.070;15;280;50;75;80
R1;208;1059;KORTINE-GRACISCE;0;8.555;2;O;QLD-6;;Kubed;2.613;41;2.316;14;109;35;31;67
R1;208;1060;GRACISCE-SOCERGA;0;5.000;151;O;;01x4;Gracisce;2.800;33;2.596;16;90;15;20;30
R1;208;1060;SOCERGA - MP  SOCERGA;5.000;8.600;502;O;QLD;;MP Socerga;1.936;30;1.796;10;60;10;10;20
R1;208;1149;RIZANA-KORTINE;0;1.950;;P;;;;1.200;13;1.120;4;45;10;3;5
R1;209;1088;LESCE-BLED;0;3.629;109;O;QLD-6;;Bled;20.211;140;18.627;195;878;162;132;77
R1;209;1089;BLED-PRISTAVA;0;2.200;190;O;QLD;;Bled jezero;7.122;132;6.231;104;405;92;101;57
R1;209;1089;PRISTAVA-SOTESKA;2.200;10.530;110;O;QLD-6;;Bohinjska Bela;4.074;78;3.518;52;274;55;54;43
R1;209;1090;SOTESKA-BITNJE;0;8.510;;P;;;;3.800;50;3.445;50;155;50;30;20
R1;209;1091;BITNJE-BOH.BISTRICA;0;1.340;;P;;;;3.600;50;3.265;50;155;40;25;15
R1;209;1092;BOH.BISTRICA-JEZERO;0;6.200;255;O;;04x4;Bohinj;3.620;50;3.289;75;160;30;15;1
R1;210;1105;MP ZG.JEZERSKO-ZG.JEZERSKO;0;6.850;661;O;QLD-3;;MP Jezersko;238;40;168;3;10;6;6;5
R1;210;1105;ZG.JEZERSKO-SP.JEZERSKO;6.850;10.345;;P;;;;800;60;652;8;60;10;5;5
R1;210;1106;SP. JEZERSKO-PREDDVOR;0;15.585;242;O;QLD;;Kokra;1.091;60;931;13;47;18;15;7
R1;210;1107;PREDDVOR-KR(PRIMSKOVO);0;8.440;249;O;QLD-6_sel;;Visoko;6.484;102;5.844;37;359;50;58;34
R1;210;1108;KR(PRIMSKOVO-LABORE);0;2.600;244;O;QLD-6;;KR Primskovo 2;17.166;69;15.514;42;939;202;169;231
R1;210;1109;KRANJ-SKOFJA LOKA;0;7.770;111;O;QLD-6;;Dorfarje;13.745;73;12.341;99;733;177;158;164
R1;210;1077;SKOFJA LOKA;0;930;107;O;QLD-6;;Skofja Loka;24.157;106;22.035;200;1.131;261;246;178
R1;210;1110;SK.LOKA-GORENJA VAS;0;16.286;112;O;QLD-3;;Zminec;7.184;55;6.471;44;375;114;90;35
R1;210;1111;GORENJA VAS-TREBIJA;0;4.877;408;O;;03x4;Trebija 1;3.100;35;2.710;40;185;70;40;20
R1;210;1112;TREBIJA-SOVODENJ;0;5.880;409;O;QLD-6_sel;;Trebija;1.367;25;1.182;7;79;25;34;15
R1;210;1113;SOVODENJ-CERKNO;0;11.884;;P;;;;1.150;10;1.005;5;60;30;25;15
R1;210;1114;CERKNO-ZELIN;0;4.200;102;O;QLD-3;;Cerkno;2.773;25;2.414;64;172;49;31;18
R1;210;1078;SKOFJA LOKA-JEPRCA;0;6.170;106;O;QLD-6;;Godesic;12.594;67;10.943;81;822;170;220;291
R1;211;0211;KR(LABORE)-JEPRCA;0;8.150;625;O;QLD-6_sel;;Meja pri Kranju;12.968;79;11.603;134;688;153;132;179
R1;211;0212;JEPRCA-MEDVODE;0;3.650;52;O;QLD;;Medvode;21.240;100;18.514;201;1.255;305;428;437
R1;211;0212;MEDVODE-STANEZICE;3.650;8.000;643;O;QLD-6;;Medno;26.908;116;23.891;300;1.432;318;368;483
R1;211;0212;STANEZICE -LJ( SENTVID);8.000;8.814;;P;;;;28.000;90;25.140;280;1.250;500;260;480
R1;212;1115;UNEC;0;610;;P;;;;7.200;15;6.420;50;310;150;120;135
R1;212;1116;UNEC-RAKEK;0;2.160;;P;;;;8.600;20;7.770;55;330;160;125;140
R1;212;1117;RAKEK-CERKNICA;0;3.980;245;O;QLD-6;;Rakek;8.352;63;7.274;58;456;122;123;256
R1;212;1118;CERKNICA-BL.POLICA;0;10.851;246;O;QLD-3;;Grahovo;4.993;51;4.373;49;231;98;70;121
R1;212;1119;BL.POLICA-SODRAZICA;0;17.183;247;O;QLD-3;;Nova vas;2.706;27;2.343;26;124;63;45;78
R1;212;1120;SODRAZICA-ZLEBIC;0;5.770;248;O;;04x4;Zlebic 1;2.550;30;2.130;15;180;110;25;60
R1;213;1365;BLOSKA POLICA-PUDOB;0;8.200;386;O;QLD-3;;Stari trg;3.416;38;3.063;52;135;39;33;56
R1;213;1366;PUDOB-BABNO POLJE;0;10.357;384;O;QLD-5;;MP Babno Polje;545;12;479;10;21;5;4;14
R1;214;1156;KOCEVJE-STARI LOG;0;11.670;;P;;;;1.000;15;905;5;30;20;10;15
R1;214;1157;STARI LOG-DVOR;0;14.405;268;O;QLD-3;;Smuka;1.234;11;1.076;7;63;21;19;37
R1;215;1456;TREBNJE;0;1.450;;P;;;;12.200;30;11.000;65;560;245;145;155
R1;215;1162;TREBNJE-MOKRONOG;0;14.200;270;O;QLD-5;;Bistrica;4.870;43;4.115;30;363;92;130;97
R1;215;1163;MOKRONOG-BOSTANJ;0;18.421;448;O;QLD-6;;Jelovec;2.672;32;2.205;10;194;59;83;89
R1;216;1367;IVANCNA GORICA-KRKA;0;6.850;387;O;QLD-6_sel;;Mrzlo Polje;7.018;37;6.349;29;347;73;86;97
R1;216;1175;KRKA-ZUZEMBERK;0;13.435;277;O;QLD-6;;Zagradec;3.544;33;3.146;22;183;43;40;77
R1;216;1158;ZUZEMBERK-DVOR;0;4.270;278;O;QLD-5;;Mackovec pri Dvoru;3.544;51;3.071;33;179;68;63;79
R1;216;1176;DVOR-SOTESKA;0;5.550;163;O;QLD-5;;Dvor;4.753;49;4.133;42;241;92;84;112
R1;216;1177;SOTESKA-CRMOSNJICE;0;14.355;279;O;QLD-3;;Podturn;3.566;17;3.172;11;151;65;70;80
R1;216;1178;CRMOSNJICE-RUCETNA VAS;0;9.600;;P;;;;3.650;10;3.355;35;120;60;20;50
R1;216;1178;RUCETNA VAS-CRNOMELJ;9.600;15.306;280;O;QLD-6;;Crnomelj;6.447;32;5.873;21;284;75;78;84
R1;217;1208;LIVOLD-BREZOVICA;0;16.230;466;O;QLD-5;;Rajndol;635;9;512;2;66;35;0;11
R1;217;1209;BREZOVICA-DOBLICE;0;17.000;299;O;;04x1;Brezovica pri Predgradu;100;2;61;7;15;5;5;5
R1;217;1209;DOBLICE-KANIZARICA;17.000;19.930;300;O;QLD-3;;Blatnik;1.522;9;1.383;6;62;24;19;19
R1;218;1211;METLIKA-PODZEMELJ;0;5.460;450;O;;05x1;Podzemelj 3;3.700;60;3.250;45;200;65;25;55
R1;218;1212;PODZEMELJ-CRNOMELJ;0;8.950;302;O;QLD-6;;Podzemelj;3.686;24;3.307;20;178;44;49;64
R1;218;1152;CRNOMELJ;0;730;;P;;;;11.000;45;10.217;58;350;150;100;80
R1;218;1213;CRNOMELJ-KANIZARICA;0;2.215;308;O;QLD-6;;Kanizarica;6.664;38;6.127;27;273;75;63;61
R1;218;1214;KANIZARICA-VINICA;0;15.535;303;O;QLD-3;;Dragatus;2.840;16;2.555;11;114;57;47;40
R1;218;1153;VINICA;0;160;;P;;;;2.000;11;1.875;55;26;23;10;0
R1;218;1215;VINICA-MOST CEZ KOLPO;0;850;154;O;QLD-3;;MP Vinica;1.020;11;921;11;65;8;4;0
R1;219;1236;SL.BISTRICA-POLJCANE;0;8.496;125;O;QLD-5;;Zg.Breznica;5.647;38;4.770;33;279;202;138;187
R1;219;1410;POLJCANE;0;700;;P;;;;6.400;44;5.391;60;300;260;190;155
R1;219;1237;POLJCANE-PODPLAT;0;9.189;126;O;QLD-6;;Podplat;4.529;32;3.796;17;273;109;135;167
R1;219;1239;MESTINJE-GOLOBINJEK;0;14.779;128;O;QLD-5;;Podcetrtek;5.684;44;4.924;28;288;153;104;143
R1;219;1240;GOLOBINJEK-BISTRICA;0;8.996;412;O;;04x4;Hrastje ob Bistrici;2.300;10;1.885;15;150;70;70;100
