Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;NOO;Tip
R1;230;1415;KRIŽEVCI ;0;700;;;P;6.200;55;5.410;40;335;80;65;60;155;1.989.466;PLDP
R1;230;1309;KRIŽEVCI - LJUTOMER;0;7.300;353;Noršinci;QLTC8;6.226;62;5.311;32;405;113;97;49;157;1.794.028;WIM
R1;230;1310;LJUTOMER - PAVLOVCI;0;13.910;354;Ivanjkovci;QLD6;2.520;29;2.043;15;157;43;56;46;131;1.466.158;DIST
R1;230;1311;PAVLOVCI - ORMOŽ;0;1.860;575;Pavlovci;R 07x1;4.100;25;3.420;40;240;150;95;45;85;1.749.336;PLDP
R1;230;1312;ORMOŽ ;0;1.500;;;P;6.100;30;5.625;45;250;110;25;5;10;627.074;PLDP
R1;230;0251;ORMOŽ - MP ORMOŽ;0;760;156;MP Ormož;QLD3;923;2;839;5;75;1;1;0;0;28.119;PLDP
R1;231;1325;GIBINA - RAZKRIŽJE;0;2.930;431;MP Gibina;QLD5;480;5;430;1;23;11;9;0;1;77.140;PLDP
R1;231;1323;RAZKRIŽJE - STROČJA VAS;0;3.830;;;P;2.500;10;2.324;10;100;25;20;5;6;260.036;PLDP
R1;231;1327;STROČJA VAS - LJUTOMER;0;2.500;636;Stročja vas;QLD5;3.544;39;3.242;11;122;77;25;14;14;498.424;PLDP
R1;232;1314;MP HODOŠ - HODOŠ;0;1.500;430;MT Hodoš;QLD5;259;7;207;5;11;8;13;3;5;151.543;PLDP
R1;232;1314;HODOŠ - ŠALOVCI;1.500;5.000;;;P;980;90;803;7;35;10;25;4;6;236.148;PLDP
R1;232;1314;ŠALOVCI - G. PETROVCI;5.000;10.458;487;Peskovci;QLD5;1.177;11;1.045;11;42;16;32;7;13;362.060;PLDP
R1;232;1315;PETROVCI - MAČKOVCI;0;6.500;;;P;2.950;20;2.615;20;120;80;70;10;15;747.760;PLDP
R1;232;1315;MAČKOVCI - MARTJANCI;6.500;17.700;137;Vaneča;QLD6;3.870;28;3.470;22;218;38;65;11;18;606.072;WIM
R1;232;1316;MARTJANCI - M.SOBOTA;0;2.470;499;Murska Sobota sever;QLD6;11.815;66;10.932;60;473;103;105;22;54;1.454.214;PLDP
R1;232;1470;MURSKA SOBOTA ;0;1.000;;;P;15.200;65;13.945;125;500;275;200;25;65;2.631.470;PLDP
R1;232;1406;M.SOBOTA - LIPOVCI;0;4.067;148;MS-Bakša;QLD5;11.838;74;10.826;120;460;115;130;33;80;2.086.513;PLDP
R1;234;1476;DRAMLJE - DOLE;0;2.750;316;Dole;QLD6;6.625;12;5.561;13;501;126;199;110;103;2.621.267;PLDP
R1;234;1280;DOLE - ŠENTJUR;0;3.445;690;Lokarje;QLD6;10.294;40;9.069;27;649;126;168;77;138;2.538.653;PLDP
R1;235;0317;RADENCI - PETANJCI;0;2.047;446;Petanjci;QLD6;4.772;41;4.200;51;274;64;73;28;41;1.135.700;PLDP
R1;235;0318;PETANJCI - M.SOBOTA(GAJ);0;7.473;623;Tropovci;QLD5;5.431;48;4.788;58;307;81;104;16;29;1.204.131;PLDP
R1;235;1396;M.SOBOTA(GAJ)-PRIKLJ. M.SOBOTA;0;2.858;479;MS Krog;QLD6;3.598;10;3.150;10;243;47;64;23;51;914.731;PLDP
R2;401;1020;ŽAGA - UČJA;0;7.445;551;MT Učja;R 08x1;150;20;120;0;10;0;0;0;0;0;PLDP
R2;402;1010;SOLKAN - MOST ČEZ SOČO;0;141;;;P;7.950;90;7.350;50;250;70;40;35;65;1.172.031;PLDP
R2;402;1426;SOLKAN - GONJAČE;0;10.396;219;Podsabotin;QLD5;3.148;35;2.854;12;160;38;38;3;8;383.958;PLDP
R2;402;1465;GONJAČE - DOBROVO;0;4.655;755;Šmartno;R 09x1;2.900;55;2.594;35;125;60;20;3;8;435.468;PLDP
R2;402;1045;DOBROVO - NEBLO;0;2.700;;;P;4.500;70;4.123;25;220;45;15;1;1;282.432;PLDP
R2;402;1045;NEBLO - MP NEBLO;2.700;4.820;550;MT Neblo;QLD5;3.704;67;3.378;1;219;21;16;1;1;138.106;PLDP
R2;403;1071;BAČA - KNEŽA;0;6.153;108;Bača;QLD3;1.281;9;1.139;3;80;16;25;6;3;224.950;PLDP
R2;403;1072;KNEŽA - PODBRDO;0;15.734;;;P;1.000;30;887;10;40;10;20;2;1;180.408;PLDP
R2;403;1073;PODBRDO - PETROVO BRDO;0;4.400;538;Petrovo brdo 1;R 07x1;500;45;419;3;20;9;4;0;0;50.514;PLDP
R2;403;1074;PETROVO BRDO - PODROŠT;0;8.100;539;Petrovo brdo 2;R 07x1;350;40;247;3;50;6;4;0;0;44.542;PLDP
R2;403;1075;PODROŠT - ZALI LOG;0;5.000;542;Zali Log;R 07x1;800;50;651;14;55;15;5;7;3;176.178;PLDP
R2;403;1075;ZALI LOG - ČEŠNJICA;5.000;10.061;189;Železniki;QLD6;1.978;38;1.766;14;108;18;25;6;3;275.464;PLDP
R2;403;1076;ČEŠNJICA - ŠKOFJA LOKA;0;15.700;618;Bukovica;QLD6;5.268;52;4.645;40;321;68;93;26;23;1.072.246;PLDP
R2;404;1379;PODGRAD - IL.BISTRICA;0;11.000;397;Rečica;QLD6;3.395;25;2.921;14;169;35;39;41;151;1.517.419;PLDP
R2;404;1380;IL.BISTRICA - PIVKA;0;16.942;398;Knežak;QLD3;4.029;40;3.659;30;188;52;41;5;14;552.671;PLDP
R2;405;6845;DIVAČA - FAMLJE;0;5.552;59;Vremski Britof 1;R 11x4;2.223;30;1.953;8;112;47;32;11;30;541.722;PLDP
R2;405;1022;FAMLJE - RIBNICA;0;11.967;210;Buje;QLD3;1.228;13;1.048;2;71;21;30;15;28;423.524;PLDP
R2;406;1405;DEKANI  -  R.ŠKOFIJE;0;1.085;;;P;5.200;95;5.006;2;30;50;15;1;1;195.090;PLDP
R2;406;1407;R.ŠKOFIJE - KRIŽ.MORETINI;0;850;;;P;5.300;80;4.859;30;260;45;20;3;3;353.351;PLDP
R2;406;1407;KRIŽ.MORETINI - ANKARAN;850;5.130;403;Ankaran;QLD6;9.022;128;8.407;26;408;31;13;5;4;292.386;PLDP
R2;406;1407;ANKARAN - MP LAZARET;5.130;8.188;650;MT Lazaret;QLD5;1.612;87;1.467;19;21;13;3;0;2;133.626;PLDP
R2;407;1144;GORENJA VAS - LUČINE;0;9.000;263;Todraž;R 08x4;950;10;810;7;56;15;45;3;4;326.974;PLDP
R2;407;1144;LUČINE - LJUBLJANICA;9.000;13.926;;;P;250;5;223;5;10;2;5;0;0;50.017;PLDP
R2;407;1145;LJUBLJANICA - VRZDENEC;0;3.800;;;P;200;5;178;3;8;4;2;0;0;30.607;PLDP
R2;407;1145;VRZDENEC - HORJUL;3.800;6.800;;;P;1.470;30;1.317;10;70;25;15;1;2;185.385;PLDP
R2;407;1145;HORJUL - VRHNIKA;6.800;14.867;264;Horjul;QLD5;2.057;53;1.750;5;152;30;58;3;6;425.514;PLDP
R2;408;1374;LOGATEC - ROVTE;0;10.500;;;P;1.700;25;1.456;20;120;25;35;10;9;426.758;PLDP
R2;408;1374;ROVTE -  ŽIRI;10.500;21.351;370;Zavratec;QLD5;763;21;624;8;47;26;23;7;7;287.160;PLDP
R2;408;1375;ŽIRI - TREBIJA;0;7.350;394;Žiri;QLD5;3.437;62;2.998;28;222;65;46;8;8;576.311;PLDP
R2;409;0358;LJ(VIČ) - AC BREZOVICA;0;2.741;165;Gorjanc;QLTC8;11.484;126;10.232;220;707;80;61;20;38;1.380.557;DIST
R2;409;0300;AC BREZOVICA - BREZOVICA;0;1.400;267;Brezovica;QLTC8;21.629;208;18.921;212;1.490;323;205;85;185;3.155.275;DIST
R2;409;0300;BREZOVICA - VRHNIKA;1.400;13.161;611;Drenov Grič;QLD6;7.682;115;6.428;104;487;142;198;89;119;1.890.378;WIM
R2;409;0301;VRHNIKA - LOGATEC;0;9.525;153;Zapolje;QLD6;6.234;165;5.092;100;426;123;178;79;71;2.486.894;PLDP
R2;409;0302;LOGATEC;0;900;;;P;8.500;160;7.395;120;480;135;95;65;50;1.964.582;PLDP
R2;409;0303;KALCE - PLANINA;0;8.337;736;Grčarevec;R 09x4;2.100;190;1.660;40;85;75;15;10;25;610.899;PLDP
R2;409;0304;PLANINA - RAVBARKOMANDA;0;7.230;612;Ravbarkomanda;QLD6;1.943;182;1.553;28;85;37;31;12;15;514.350;PLDP
R2;409;0305;RAVBARKOMANDA - PO(R913);0;3.000;;;P;5.300;150;4.815;45;140;95;20;15;20;696.749;PLDP
R2;409;0305;PO(R913) - POSTOJNA;3.000;4.360;;;P;11.500;160;10.670;50;340;110;80;40;50;1.388.520;PLDP
R2;409;0306;POSTOJNA - RAZDRTO;0;10.980;76;Postojna;QLTC8;5.304;194;4.384;43;224;94;105;48;212;2.509.041;PLDP
R2;409;0307;RAZDRTO - SENOŽEČE;0;6.530;22;Senožeče;R 08x1;2.900;120;2.335;45;100;95;100;40;65;1.530.358;PLDP
R2;409;0308;SENOŽEČE - DIVAČA;0;8.140;77;Divača;QLD6;1.737;143;1.318;20;87;38;63;22;46;896.815;PLDP
R2;409;0309;DIVAČA - MATAVUN;0;1.940;684;Škocjan;QLD5;2.582;160;1.982;29;246;69;75;8;13;763.935;PLDP
R2;409;0310;MATAVUN - KOZINA;0;7.275;78;Kačiče;R 10x4;1.630;140;1.260;25;105;60;20;10;10;449.154;PLDP
R2;409;0311;KOZINA  -  KASTELEC;0;8.960;614;Petrinje;QLD6;1.790;115;1.287;27;91;66;155;10;39;1.321.831;PLDP
R2;409;0312;KASTELEC - ČRNI KAL;0;3.902;;;P;1.100;100;670;25;85;65;120;10;25;1.050.100;PLDP
R2;409;1435;KORTINE  -  RIŽANA;0;1.353;;;P;1.600;120;1.165;25;200;30;45;5;10;482.747;PLDP
R2;409;0313;RIŽANA - KRIŽ.DEKANI;0;5.910;79;Dekani;QLD3;3.936;214;3.374;28;221;37;47;5;10;519.326;PLDP
R2;409;1438;DEKANI - PRIKLJ. SRMIN;0;324;;;P;5.000;190;4.463;45;200;45;40;7;10;584.771;PLDP
R2;410;1133;BISTRICA - TRŽIČ;0;320;555;Tržič;R 07x1;12.750;35;12.015;70;490;55;60;15;10;859.738;PLDP
R2;410;1134;TRŽIČ - GOLNIK;0;6.500;556;Senično;QLD3;2.487;36;2.276;14;128;15;15;2;1;188.620;PLDP
R2;410;1134;GOLNIK - KOKRICA;6.500;13.671;258;Tenetiše;QLD;4.556;38;4.193;25;244;23;26;5;2;324.486;PLDP
R2;410;1135;KOKRICA - KRANJ;0;2.234;913;Kokrica;QLTC8;12.589;123;11.595;70;649;68;59;8;17;880.640;PLDP
R2;411;1471;KRANJ Z  -  POLICA;0;733;;;P;14.200;130;12.875;75;550;280;120;60;110;2.529.446;PLDP
R2;411;1428;POLICA - NAKLO(MARINŠEK);0;1.900;51;Naklo;QLD6;8.449;106;7.560;129;486;64;67;16;21;1.236.729;PLDP
R2;411;1428;NAKLO(MARINŠEK) - PODTABOR;1.900;7.160;708;Podbrezje;QLD5;3.632;114;3.306;35;46;111;9;10;1;482.249;PLDP
R2;411;1528;PODTABOR - GOBOVCE;0;1.487;;;P;3.300;120;2.715;20;220;40;130;25;30;1.153.368;PLDP
R2;411;1429;GOBOVCE - ČRNIVEC;0;5.142;707;Dobro Polje;QLD;3.110;123;2.719;28;172;26;28;5;9;396.649;PLDP
R2;412;1454;POLICA - KR (KIDRIČEVA);0;2.035;718;KR Zlato polje;QLTC10;18.534;153;16.425;181;1.152;223;202;63;135;3.446.666;PLDP
R2;412;0359;KRANJ (KIDRIČEVA  -  ISKRA);0;1.559;717;KR Sejem;QLTC8;18.896;119;17.011;43;1.086;203;243;59;132;2.983.577;PLDP
R2;412;0210;KR (ISKRA - LABORE);0;1.450;716;KR Labore;QLTC10;17.395;138;15.315;250;1.052;242;156;74;168;3.821.168;PLDP
R2;413;4704;MEDVODE - ZBILJE;0;1.166;;;P;5.450;80;4.595;140;420;85;90;15;25;1.458.195;PLDP
R2;413;1079;ZBILJE - VODICE;0;7.386;228;Valburga;QLD5;4.730;74;4.089;9;362;79;82;13;22;821.168;PLDP
R2;413;1080;VODICE - MOSTE;0;4.350;229;Žeje;QLD6;8.477;49;7.209;10;789;111;154;57;98;1.993.945;PLDP
R2;413;1081;MOSTE - DUPLICA;0;4.120;230;Križ;QLD6;9.691;70;8.505;33;733;130;118;37;65;1.620.189;PLDP
R2;414;1349;KAMNIK - TUHINJ;0;15.600;376;Laze;QLD;3.142;41;2.645;21;281;49;47;13;45;781.105;PLDP
R2;414;1349;TUHINJ - LOČICA;15.600;28.318;41;Ločica;QLD6;1.622;41;1.294;6;159;39;35;9;39;575.813;PLDP
R2;415;1216;ŽELODNIK - KRTINA;0;1.000;;;P;3.700;30;3.150;40;250;70;95;30;35;1.185.717;PLDP
R2;415;1216;KRTINA - MORAVČE;1.000;9.000;304;Krtina;QLD6;6.225;34;5.617;35;360;47;64;28;40;983.162;PLDP
R2;415;1216;MORAVČE - DRTIJA;9.000;11.080;;;P;2.100;30;1.810;15;130;40;45;5;25;553.666;PLDP
R2;415;1217;DRTIJA - TRATA;0;7.080;;;P;2.000;25;1.720;10;120;35;40;15;35;622.097;PLDP
R2;415;1217;TRATA - IZLAKE;7.080;15.089;305;Kandrše;QLD5;1.184;21;1.000;7;56;19;40;18;23;521.566;PLDP
R2;416;1346;LITIJA - ŠMARTNO;0;2.670;391;Litija;QLD6;3.904;47;3.455;8;236;42;79;20;17;740.793;PLDP
R2;416;1165;ŠMARTNO PRI LITIJI ;0;260;;;P;5.200;35;4.645;10;360;65;70;10;5;613.388;PLDP
R2;416;1347;ŠMARTNO - RADOHOVA VAS;0;14.746;375;Črni Potok;QLD5;1.168;30;996;4;62;25;43;4;4;330.458;PLDP
R2;416;1425;GRM;0;750;;;P;2.400;10;2.075;5;150;70;50;15;25;658.178;PLDP
R2;416;1348;GRM - BIČ;0;2.951;;;P;1.400;7;988;5;140;110;75;30;45;1.079.960;PLDP
R2;417;1190;ŠMARTNO/ LITIJI - M.KOSTREVICA;0;1.500;284;Mala Kostrevnica;QLD5;928;14;785;3;49;28;45;3;1;317.269;PLDP
R2;417;1190;M. KOSTREVICA - LJUBEŽ V LAZIH;1.500;8.509;;;P;800;10;708;2;55;20;5;0;0;73.159;PLDP
R2;417;1187;LJUBEŽ V LAZIH - MORAVČE;0;6.310;282;Moravče;R 11x4;814;9;721;2;62;15;5;0;0;63.205;PLDP
R2;417;4326;MORAVČE - TIHABOJ-MIRNA;0;11.922;182;Tihaboj;R 11x4;495;9;424;2;46;11;3;0;0;45.289;PLDP
R2;418;1199;MOKRONOG - ZBURE;0;10.475;407;Zbure;QLD;1.344;19;1.169;13;67;18;34;10;14;409.340;PLDP
R2;418;1200;ZBURE - ŠKOCJAN;0;3.940;291;Škocjan 1;R 07x1;2.150;25;1.810;35;150;55;45;10;20;668.132;PLDP
R2;418;1201;ŠKOCJAN - DOBRUŠKA VAS;0;3.281;416;Dobruška vas;QLD5;3.610;30;3.183;26;175;60;102;13;21;948.573;PLDP
R2;418;1202;DOBRUŠKA V. - ŠENTJERNEJ;0;5.704;293;Drama;QLD5;2.581;19;2.235;9;143;57;72;21;25;796.035;PLDP
R2;419;1203;SOTESKA - STRAŽA;0;5.440;;;P;3.500;25;3.086;17;207;38;54;43;30;870.438;PLDP
R2;419;1203;STRAŽA - NM DRSKA;5.440;12.230;294;Potok;QLD6;5.564;35;5.178;42;219;33;28;15;14;563.122;PLDP
R2;419;1203;NM DRSKA - NM ŽABJA VAS;12.230;14.471;;;P;16.000;55;15.140;45;560;65;75;25;35;1.066.274;PLDP
R2;419;1204;NOVO MESTO - RATEŽ;0;6.160;476;Mali Slatnik;R 07x1;6.800;50;6.095;40;390;85;65;50;25;1.128.484;PLDP
R2;419;1204;RATEŽ - ŠENTJERNEJ;6.160;15.626;295;Mokro Polje;QLD;2.922;40;2.596;32;124;37;43;28;22;734.074;PLDP
R2;419;1205;ŠENTJERNEJ - KOSTANJEVICA;0;7.000;683;Šentjernej;QLD6;3.672;40;3.298;38;177;33;46;21;19;704.214;PLDP
R2;419;1205;KOSTANJEVICA - KRIŽAJ;7.000;11.325;296;Malo Mraševo 2;QLD6;2.913;49;2.522;31;165;40;63;21;22;791.805;PLDP
R2;419;1206;KRIŽAJ - ČATEŽ OB SAVI;0;12.868;297;Župeča vas;QLD6;2.971;41;2.577;30;196;36;50;22;19;702.472;PLDP
R2;420;1335;BREŽICE - DOBOVA;0;4.500;368;Mostec;QLD;3.457;7;3.176;11;182;26;41;7;7;389.433;PLDP
R2;420;1335;DOBOVA - MP RIGONCE;4.500;6.688;676;MP Rigonce;QLD3;1.142;11;1.074;2;37;9;8;1;0;72.412;PLDP
R2;421;2506;RUČETNA VAS - ŠTREKLJEVEC;0;7.209;460;Semič;QLD;2.575;16;2.271;13;162;32;54;12;15;555.408;PLDP
R2;421;2507;ŠTREKLJEVEC - JUGORJE;0;5.890;469;Osojnik;QLD5;1.178;9;1.016;6;55;28;42;11;11;427.007;PLDP
R2;422;1333;PODSREDA - SENOVO;0;7.000;365;Veliki Kamen;QLD5;1.273;19;1.093;8;59;29;46;9;10;438.703;PLDP
R2;422;1333;SENOVO - BRESTANICA;7.000;16.154;364;Senovo;QLD6;5.369;27;4.915;28;268;40;57;17;17;693.265;PLDP
R2;423;1226;ŠENTJUR - ČRNOLICA;0;2.330;757;Črnolica;R 09x1;8.350;65;7.783;37;210;140;85;10;20;1.044.874;PLDP
R2;423;1281;ČRNOLICA - LESIČNO;0;18.149;271;Jelce;QLD5;1.238;15;1.075;12;76;22;29;3;6;294.874;PLDP
R2;423;1282;LESIČNO - ŠONOVO;0;3.300;292;Šonovo;R 10x4;1.340;20;1.173;11;65;45;20;3;3;272.976;PLDP
R2;423;1282;ŠONOVO - PODSREDA;3.300;10.020;333;Kozje;QLD5;1.242;15;1.048;13;89;38;29;4;6;337.177;PLDP
R2;423;1283;PODSREDA - BISTRICA;0;6.720;335;Podsreda 2;R 09x4;870;20;741;10;55;20;7;7;10;222.711;PLDP
R2;423;1243;BISTRICA OB SOTLI - MP BISTRICA;0;1.050;411;MP Bistrica ob Sotli;QLD6;445;5;377;2;14;4;5;16;22;277.704;PLDP
R2;424;1166;BOŠTANJ - OREŠJE/SEVNICI;0;5.700;;;P;1.700;10;1.605;10;75;0;0;0;0;42.303;PLDP
R2;424;1166;OREŠJE/SEVNICI - PLANINA;5.700;21.006;186;Podgorje;QLD5;553;7;456;7;41;13;22;3;4;208.527;PLDP
R2;424;1170;PLANINA - DEŽNO;0;1.115;;;P;400;3;327;5;30;10;15;5;5;177.920;PLDP
R2;424;1225;DEŽNO - ČRNOLICA;0;11.800;313;Dobje;QLD6;2.170;0;1.964;10;123;28;30;6;9;340.660;PLDP
R2;425;1265;POLJANA - MEŽICA;0;3.310;323;Poljana;QLD5;5.131;40;4.530;48;270;78;87;41;37;1.276.543;PLDP
R2;425;1265;MEŽICA - ČRNA;3.310;11.420;579;Mežica;QLD6;3.310;25;2.846;42;216;35;69;25;52;1.069.758;PLDP
R2;425;1265;ČRNA - ŠENTVID;11.420;23.786;434;Javorje;QLD5;375;15;310;1;23;4;16;3;3;129.147;PLDP
R2;425;1266;ŠENTVID - ŠOŠTANJ;0;16.605;324;Šentvid;R 11x4;1.562;21;1.440;13;55;21;7;3;2;162.741;PLDP
R2;425;1267;ŠOŠTANJ - PESJE;0;1.835;167;Šoštanj;QLD;12.304;88;10.854;79;750;151;310;28;44;2.625.498;PLDP
R2;425;1419;PESJE - VELENJE;0;3.790;166;Pesje;QLD6;12.057;71;10.802;106;559;146;200;65;108;2.810.634;PLDP
R2;426;1269;PESJE - GORENJE;0;6.100;168;Lokovica;QLD6;6.426;56;5.696;34;363;59;103;47;68;1.489.300;PLDP
R2;426;7949;GORENJE  -  REČICA;0;4.220;35;Šmartno ob Paki;R 07x4;4.050;60;3.520;25;230;60;65;35;55;1.108.577;PLDP
R2;426;7949;REČICA - LETUŠ;4.220;5.795;176;Rečica ob Paki;QLD5;3.477;52;2.992;24;213;53;77;27;39;1.000.829;PLDP
R2;427;1351;LATKOVA VAS - PREBOLD;0;3.000;741;Latkova vas;R 09x4;6.200;70;5.622;40;300;95;45;15;13;756.470;PLDP
R2;427;1351;PREBOLD - SPODNJE GABRSKO;3.000;17.800;439;Podmeja;QLD5;1.180;36;1.066;1;45;15;15;0;2;121.184;PLDP
R2;427;1351;SPODNJE GABRSKO - TRBOVLJE;17.800;19.617;;;P;6.000;40;5.670;55;120;40;45;15;15;722.877;PLDP
R2;428;1249;RADMIRJE - LUČE;0;12.165;202;Ljubno;QLD;2.135;59;1.869;21;120;19;27;11;9;385.451;PLDP
R2;428;1250;LUČE - SESTRE LOGAR;0;13.800;201;Robanov Kot;QLD3;732;36;687;5;4;0;0;0;0;21.151;PLDP
R2;428;1252;S.LOGAR - PAVLIČEVO SEDLO;0;7.453;;;P;30;2;25;1;2;0;0;0;0;4.230;PLDP
R2;429;1245;VIŠNJA VAS - STRMEC;0;1.600;321;Tabor;R 09x4;6.250;90;5.665;40;280;110;40;10;15;742.784;PLDP
R2;429;1245;STRMEC - DOBRNA;1.600;7.520;348;Lemberg;QLD;3.569;57;3.194;22;199;41;39;7;10;474.535;PLDP
R2;429;1154;ODCEP V DOBRNO ;0;1.695;;;P;2.700;20;2.482;20;140;20;10;3;5;223.955;PLDP
R2;429;1422;DOBRNA - ČRNOVA;0;3.400;320;Črnova 2;QLTC10;3.331;2;3.032;9;202;37;35;7;7;373.009;PLDP
R2;430;0273;MB(PTUJSKA) - MB(TRŽAŠKA);0;1.490;;;P;20.400;70;17.990;175;1.300;275;110;95;385;4.821.251;PLDP
R2;430;0273;MB(TRŽAŠKA) - HOČE;1.490;4.860;;;P;34.400;100;31.015;180;2.000;350;190;130;435;5.918.630;PLDP
R2;430;0381;HOČE  - SLIVNICA;0;965;17;Hoče;QLTC8;30.778;113;27.574;117;1.898;333;184;126;433;5.551.095;PLDP
R2;430;0274;SLIVNICA - FRAM;0;4.810;906;Radizel;QLTC8;7.470;145;6.876;54;320;31;34;4;6;521.566;PLDP
R2;430;0274;FRAM - SL.BISTRICA;4.810;13.060;38;Bukovec;QLD5;6.444;108;5.799;58;341;65;57;5;11;757.963;PLDP
R2;430;1452;ODCEP DO PRIKLJ. SL. BISTRICA S;0;1.430;570;Brinje;R 11x4;4.128;33;3.747;12;180;90;24;11;31;610.650;PLDP
R2;430;0275;SL.BISTRICA ;0;2.626;;;P;14.000;10;13.370;80;190;240;50;25;35;1.438.288;PLDP
R2;430;0276;SL.BISTRICA - LOŽNICA;0;1.593;569;Slovenska Bistica;QLTC10;7.506;7;6.645;53;457;182;99;33;30;1.471.135;PLDP
R2;430;0277;LOŽNICA - TEPANJE;0;7.820;608;Vrhole;QLD;2.803;76;2.350;28;132;97;83;12;25;958.477;PLDP
R2;430;0278;TEPANJE - SL.KONJICE;0;3.154;48;Dobrnež;QLD6;10.832;89;9.412;67;778;129;149;78;130;2.575.730;PLDP
R2;430;0279;SL.KONJICE ;0;815;;;P;11.500;100;10.365;150;250;230;250;45;110;3.300.846;PLDP
R2;430;0280;SL.KONJICE - DOBRAVA;0;3.000;49;Zeče 2;QLD;11.417;108;10.058;106;674;178;142;46;105;2.448.822;PLDP
R2;430;0280;DOBRAVA - STRANICE;3.000;5.160;56;Zeče;QLD6;8.246;90;7.193;71;489;140;129;40;94;2.054.662;PLDP
R2;430;0281;STRANICE - VIŠNJA VAS;0;10.200;67;Frankolovo;QLD5;6.636;85;5.795;67;324;135;135;31;64;3.240.080;WIM
R2;430;0282;VIŠNJA VAS - CELJE AC;0;6.100;68;Vojnik;QLD6;14.824;109;13.428;93;766;153;160;36;79;2.209.688;PLDP
R2;430;0282;CELJE AC - CELJE;6.100;8.042;695;CE Hudinja;QLTC10;28.302;127;24.862;132;1.819;435;189;166;572;6.956.038;PLDP
R2;431;1350;ZG.DOLIČ - STRANICE;0;18.621;377;Vitanje;QLD6;2.625;32;2.257;21;197;42;40;11;25;595.471;PLDP
R2;432;1440;MEJA HRVAŠKA - ROGATEC;0;180;414;MP Rogatec;QLD3;1.452;8;1.305;8;62;13;19;16;21;384.456;PLDP
R2;432;1284;ROGATEC - MAJŠPERK;0;15.845;336;Stoperce;QLD3;984;14;842;9;49;25;33;4;8;326.725;PLDP
R2;432;1411;MAJŠPERK;0;480;;;P;3.100;25;2.570;45;250;145;40;10;15;833.610;PLDP
R2;432;1285;MAJŠPERK - LOVRENC;0;7.542;441;Lovrenc;QLD6;5.008;64;4.551;28;225;42;58;20;20;739.549;PLDP
R2;432;6276;APAŠKI KRIŽ  -  KIDRIČEVO;0;2.874;586;Kidričevo;QLD6;5.399;18;4.846;31;289;67;86;21;41;1.078.218;PLDP
R2;433;1287;SENARSKA - LENART;0;4.014;442;Lenart vzhod;QLD5;4.134;44;3.759;26;178;52;47;8;20;621.599;PLDP
R2;433;1288;LENART - KRIŽ. SV.ANA;0;4.700;339;Žerjavci;QLD5;3.685;28;3.358;18;126;71;64;10;10;660.418;PLDP
R2;433;1288;KRIŽ. SV.ANA - ZG.ŠČAVNICA;4.700;11.200;28;Zgornja Ščavnica 1;R 11x4;1.390;11;1.300;6;43;13;6;7;4;149.552;PLDP
R2;433;1288;ZG.ŠČAVNICA - TRATE;11.200;15.950;29;Zgornja Ščavnica 2;R 11x4;1.532;10;1.440;6;45;15;5;7;4;148.557;PLDP
R2;433;1289;TRATE - MOST ČEZ MURO;0;2.040;27;Trate;R 11x4;1.658;14;1.542;17;57;12;3;6;7;191.606;PLDP
R2;433;1289;MOST ČEZ MURO - MP TRATE;2.040;2.120;144;MT Trate;QLD3;2.402;15;2.330;0;57;0;0;0;0;0;PLDP
R2;434;1352;RADLJE - MP RADLJE;0;5.860;668;MT Radelj;QLD5;830;39;649;3;52;16;24;18;29;456.370;PLDP
R2;435;1431;MARIBOR - RUŠE;0;9.119;706;Laznica;QLD6;9.627;63;8.752;43;535;80;75;25;54;1.205.873;PLDP
R2;435;1439;RUŠE - SELNICA;0;3.198;710;Selnica;QLD5;4.020;41;3.589;6;223;76;62;7;16;628.318;PLDP
R2;436;0440;DOLJNA POČEHOVA;0;931;;;P;5.200;60;4.600;30;350;60;50;20;30;806.238;PLDP
R2;436;1328;POČEHOVA - ZG.KUNGOTA;0;6.870;429;Zgornja Kungota;QLD;4.160;25;3.834;28;206;30;24;6;7;378.484;PLDP
R2;436;1329;ZG.KUNGOTA - JURIJ;0;5.565;553;MT Jurij;QLD5;523;20;455;1;26;7;8;3;3;95.305;PLDP
R2;437;0267;MP ŠENTILJ - ŠENTILJ;0;1.620;664;MT Šentilj SC;QLD6;4.759;53;3.953;6;194;36;41;113;363;3.262.276;PLDP
R2;437;0268;ŠENTILJ - PESNICA;0;7.730;628;Ranca;QLD6;3.741;59;3.347;26;195;49;40;9;16;562.127;PLDP
R2;437;0268;PESNICA - RONDO POČEHOVA;7.730;10.432;;;P;7.000;45;6.130;70;440;140;85;40;50;1.557.731;PLDP
R2;438;1306;ŠENTILJ - TRATE;0;13.409;350;Selnica ob Muri;QLD6;1.994;29;1.723;21;94;16;16;26;69;791.307;PLDP
R2;438;1307;TRATE - GORNJA RADGONA;0;15.579;361;Apače;QLD;2.848;40;2.567;18;146;20;28;13;16;435.717;PLDP
R2;439;1299;KOBILJE - DOBROVNIK;0;7.730;493;Kobilje;R 07x1;800;5;708;10;55;15;5;1;1;109.489;PLDP
